Unnamed: 0,id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
9223,1005980058,2019,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,855344.0,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,75,Unknown,57.7737728472,19.8136229041,77.5873957513,202.4771078339,5.6665182675,New York City Benchmarking and Audit Ordinances
9224,1005980058,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,855344.0,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,46.8555951911,15.3048040279,62.160399219,163.2738639136,4.5429879669,New York City Benchmarking and Audit Ordinances
9225,1005990064,2010,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,62.8736899063,11.6734014454,74.5470913517,211.4314680402,5.9911486333,New York City Benchmarking and Audit Ordinances
9226,1005990064,2011,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,93,Unknown,59.5486461022,12.0991807396,71.6478268419,201.5017656486,6.0379507694,New York City Benchmarking and Audit Ordinances
9227,1005990064,2012,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,63.6181823807,9.0563076174,72.6744899981,210.6286618164,6.5043668518,New York City Benchmarking and Audit Ordinances
9228,1005990064,2013,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,85,Unknown,60.5578678166,29.57947065345,74.701151348,207.1236451818,6.4327458679,New York City Benchmarking and Audit Ordinances
9229,1005990064,2014,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,65.3634790377,14.7954752419,80.1589542796,222.9958944687,6.7768468046,New York City Benchmarking and Audit Ordinances
9230,1005990064,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,82,Unknown,60.9109377321,12.6512891557,73.5622268878,206.4418914656,6.1188443882,New York City Benchmarking and Audit Ordinances
9231,1005990064,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,88,Unknown,58.4833698099,10.7724047968,69.2557746067,196.5646669592,5.6678439673,New York City Benchmarking and Audit Ordinances
9232,1005990064,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,54.9145565661,29.57947065345,60.038407703,178.5803289819,4.8470312666,New York City Benchmarking and Audit Ordinances
9233,1005990064,2018,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,76,Unknown,55.1342531549,13.5753080598,68.7095612147,189.4119245781,5.2825562587,New York City Benchmarking and Audit Ordinances
9234,1005990064,2019,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,42.9544773471,11.0587944726,54.0132718197,148.147612237,4.1476132290,New York City Benchmarking and Audit Ordinances
9235,1005990064,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,919034.0,1987,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,88,Unknown,32.5830530601,8.6500351072,41.2330881674,112.6908287375,3.1635228592,New York City Benchmarking and Audit Ordinances
9240,1006007501,2011,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,0,Unknown,97.8797118601,29.57947065345,112.4084685055,324.6649541248,9.5545737657,New York City Benchmarking and Audit Ordinances
9241,1006007501,2013,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,82.0862596361,29.57947065345,94.4637379969,272.5025574375,8.2601021498,New York City Benchmarking and Audit Ordinances
9242,1006007501,2014,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,64,Unknown,73.9239589061,29.57947065345,88.6666406974,249.7212023441,7.5245071521,New York City Benchmarking and Audit Ordinances
9243,1006007501,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,68,Unknown,69.8331015224,29.57947065345,82.3582018001,234.2676767532,6.8806374665,New York City Benchmarking and Audit Ordinances
9244,1006007501,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,95,Unknown,72.9973037714,29.57947065345,85.0996873564,243.7119797138,6.9866523628,New York City Benchmarking and Audit Ordinances
9245,1006007501,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,93,Unknown,71.9640943745,29.57947065345,83.7452700444,240.0687057962,6.6903196414,New York City Benchmarking and Audit Ordinances
9246,1006007501,2018,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,87,Unknown,65.9781845488,29.57947065345,77.6008167422,221.1051681162,6.0151488654,New York City Benchmarking and Audit Ordinances
9247,1006007501,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,583293.0,1923,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,79.2337372385,29.57947065345,87.7265674665,258.9795034506,6.8603464840,New York City Benchmarking and Audit Ordinances
9266,1006010047,2011,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,34,Unknown,86.3375912712,17.8374247202,104.2732938136,289.932524261,8.5382412108,New York City Benchmarking and Audit Ordinances
9267,1006010047,2013,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,46,Unknown,91.096867648,12.1686676527,103.2655353007,298.8212654501,8.9108826345,New York City Benchmarking and Audit Ordinances
9268,1006010047,2014,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,97.1715895821,13.9301323613,111.1017219433,319.7454302671,9.3544936809,New York City Benchmarking and Audit Ordinances
9269,1006010047,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,94.685178699,13.4177671502,108.1029458493,311.4001166227,8.9189305973,New York City Benchmarking and Audit Ordinances
9270,1006010047,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,90.6373336228,14.4114369501,105.0487705728,299.7332363731,8.4414561319,New York City Benchmarking and Audit Ordinances
9271,1006010047,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,118000.0,1920,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,59,Unknown,69.4916458275,14.1746289594,83.666274787,233.0871283059,6.2748577385,New York City Benchmarking and Audit Ordinances
9300,1006020036,2010,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,0,Unknown,63.72021948,0.0,63.72021948,200.0814891671,5.2864014973,New York City Benchmarking and Audit Ordinances
9301,1006020036,2011,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,0,Unknown,63.6314297879,0.0822703633,63.7137001512,199.8890734155,5.5972154969,New York City Benchmarking and Audit Ordinances
9302,1006020036,2012,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,0,Unknown,52.9048547881,29.57947065345,62.9426803831,176.6609609093,5.4420615019,New York City Benchmarking and Audit Ordinances
9303,1006020036,2013,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,50.6107544321,29.57947065345,65.7865483704,174.852352552,5.3972989291,New York City Benchmarking and Audit Ordinances
9304,1006020036,2014,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,73,Unknown,49.9015071275,29.57947065345,66.5065586395,174.1260364679,5.3056359595,New York City Benchmarking and Audit Ordinances
9305,1006020036,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,45.8111222253,29.57947065345,60.9421407837,159.7344932738,4.7737875804,New York City Benchmarking and Audit Ordinances
9306,1006020036,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,80,Unknown,44.5279398341,29.57947065345,59.4144959431,155.4486149935,4.5613910073,New York City Benchmarking and Audit Ordinances
9307,1006020036,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,41.8693851299,29.57947065345,56.6157759734,146.9535796937,4.2193827841,New York City Benchmarking and Audit Ordinances
9308,1006020036,2018,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,68,Unknown,41.4481628865,29.57947065345,59.8302130858,149.4483841728,4.2698830774,New York City Benchmarking and Audit Ordinances
9309,1006020036,2019,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,68,Unknown,45.8149961248,29.57947065345,63.4259665831,162.350606813,4.5759344955,New York City Benchmarking and Audit Ordinances
9310,1006020036,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,121150.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,61,Unknown,44.4785182642,29.57947065345,58.2399852394,154.1120876735,4.2652862764,New York City Benchmarking and Audit Ordinances
9311,1006020068,2010,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,61,Unknown,80.7122125454,36.0423657071,116.7545782526,291.1756477626,8.6637885570,New York City Benchmarking and Audit Ordinances
9312,1006020068,2011,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,52,Unknown,93.6580725201,21.344062108,115.002134628,316.4094375862,9.4102324575,New York City Benchmarking and Audit Ordinances
9313,1006020068,2012,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,52,Unknown,94.5002099628,17.1555124099,111.6557223727,314.7439473135,9.6806703613,New York City Benchmarking and Audit Ordinances
9314,1006020068,2013,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,43,Unknown,95.6926684728,25.2705771054,120.9632455782,326.9482540351,10.0563382753,New York City Benchmarking and Audit Ordinances
9315,1006020068,2014,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,88.1966283622,28.9486666164,117.1452949786,307.1699293741,9.4432182479,New York City Benchmarking and Audit Ordinances
9316,1006020068,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,82,Unknown,58.1453766691,18.7201860776,76.8655627467,202.2326781223,5.9181569338,New York City Benchmarking and Audit Ordinances
9317,1006020068,2017,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,55.4415795762,24.2835673232,79.7251468994,199.5843055585,5.8397845063,New York City Benchmarking and Audit Ordinances
9318,1006020068,2018,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,66,Unknown,52.3410457761,26.2447369571,78.5857827332,191.9078575419,5.5530559981,New York City Benchmarking and Audit Ordinances
9319,1006020068,2019,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,61.3241962562,28.9558562576,90.2800525138,222.9616253149,6.4108753204,New York City Benchmarking and Audit Ordinances
9320,1006020068,2020,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,252103.0,1935,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,58,Unknown,47.7556459164,18.1685755003,65.9242214167,169.0297324527,4.7597595508,New York City Benchmarking and Audit Ordinances
9415,1006090007,2011,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,71,Unknown,46.505708672699996,0.3591968941,65.7166890639,205.5853142761,5.7694165947,New York City Benchmarking and Audit Ordinances
9418,1006090007,2014,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,36,Unknown,46.505708672699996,29.57947065345,148.6125767635,310.5061397758,11.5429332499,New York City Benchmarking and Audit Ordinances
9419,1006090007,2015,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,41,Unknown,46.505708672699996,29.57947065345,137.7398114838,294.9092295639,10.6758489400,New York City Benchmarking and Audit Ordinances
9420,1006090007,2016,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,53,Unknown,46.505708672699996,29.57947065345,110.9997723515,258.2704953172,8.5911489973,New York City Benchmarking and Audit Ordinances
9421,1006090007,2017,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,77,Unknown,46.505708672699996,29.57947065345,90.8281639782,190.0266908184,6.9541818677,New York City Benchmarking and Audit Ordinances
9422,1006090007,2018,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,84,Unknown,46.505708672699996,29.57947065345,75.1326243279,179.6150142753,5.5668723987,New York City Benchmarking and Audit Ordinances
9423,1006090007,2019,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,58,Unknown,46.505708672699996,29.57947065345,85.9562248262,215.0161981558,6.6362340697,New York City Benchmarking and Audit Ordinances
9424,1006090007,2020,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,140044.0,1912,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,31,Unknown,53.9580165516,29.57947065345,78.9458369388,194.6666569036,6.1416193874,New York City Benchmarking and Audit Ordinances
9583,1006180024,2011,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,43.6757021164,29.6588069789,73.3345090954,167.0970996943,6.0714043991,New York City Benchmarking and Audit Ordinances
9584,1006180024,2012,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,25.0642875658,29.57947065345,47.9881875902,101.8550019813,4.0516161320,New York City Benchmarking and Audit Ordinances
9585,1006180024,2013,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,23.793406508,39.7896297357,63.5830362437,114.8988224682,5.1541668789,New York City Benchmarking and Audit Ordinances
9586,1006180024,2014,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,31.1840132282,31.001448305,62.1854615331,129.2292643245,5.0985130267,New York City Benchmarking and Audit Ordinances
9587,1006180024,2015,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,83,Unknown,31.5634687748,37.501399985,69.0648687598,136.9857059378,5.5589045963,New York City Benchmarking and Audit Ordinances
9588,1006180024,2016,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,30.2277407958,33.3573927552,63.585133551,128.6060727815,5.0712572454,New York City Benchmarking and Audit Ordinances
9589,1006180024,2017,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,87,Unknown,28.5554811909,33.4045984041,61.960079595,123.4028553276,4.8585976291,New York City Benchmarking and Audit Ordinances
9590,1006180024,2018,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,24.1086721738,42.3453163277,66.4539885015,118.4700001166,5.1039361853,New York City Benchmarking and Audit Ordinances
9591,1006180024,2019,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,80,Unknown,21.5457503309,40.2117055762,61.7574559071,108.267478671,4.7396381208,New York City Benchmarking and Audit Ordinances
9592,1006180024,2020,10011,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,59400.0,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,16.9459280188,25.1174174808,42.0633454996,78.5788056347,3.2376716004,New York City Benchmarking and Audit Ordinances
9701,1006270001,2014,10001,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,2088921.0,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,76,Unknown,52.7391993283,32.2456348038,84.9848341321,199.1900792155,6.5302508510,New York City Benchmarking and Audit Ordinances
9702,1006270005,2015,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,47860.0,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,17,Unknown,91.6510103828,27.3015556479,118.9525660307,316.4508060323,9.3933209395,New York City Benchmarking and Audit Ordinances
9703,1006270005,2016,10014,NEW YORK,NY,4A Mixed - Humid (Baltimore-MD),COMMERCIAL,Office - Uncategorized,47860.0,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,18,Unknown,89.1941010495,27.8046857124,116.9987867619,309.2643972935,9.0305443833,New York City Benchmarking and Audit Ordinances
