method,n,p,replication,MSE_signal,FPR,bulk_ESS,converged_alpha,rhat_max,converged_ok
AEH,500,200,30,0.013710354461902302,0.06842105263157895,292.508769006363,0.4776485676911161,1.0233714563036191,True
Horseshoe,500,200,30,0.015336420431638903,0.05263157894736842,297.12291745010083,,1.0021804432662906,True
AEH,500,200,31,0.008451630217296034,0.06842105263157895,298.8465694565402,0.4767366611721411,1.013550151021386,True
Horseshoe,500,200,31,0.00978314127832204,0.06315789473684211,294.51948391903386,,1.001840005985163,True
AEH,500,200,32,0.031116531588609893,0.07368421052631578,293.6713783027115,0.4795857802426743,1.0034681081541081,True
Horseshoe,500,200,32,0.036794688564699876,0.06842105263157895,295.2172081990772,,1.0038039993545145,True
AEH,500,200,33,0.02894307782120869,0.15789473684210525,291.6379491793234,0.48347438625705763,1.0129411895390672,True
Horseshoe,500,200,33,0.03396302690299653,0.16842105263157894,290.92437384958856,,1.02814329355275,True
AEH,500,200,34,0.01588919565063692,0.08947368421052632,292.59961014277565,0.47995791042764063,1.0129751158684672,True
Horseshoe,500,200,34,0.018140833270937514,0.08421052631578947,296.1524824448486,,1.0017498050389608,True
AEH,500,200,35,0.002982727914484147,0.06315789473684211,294.29073164670876,0.47364607307983897,1.0031362054265078,True
Horseshoe,500,200,35,0.003279238587647395,0.06315789473684211,291.69691336099,,1.0057432635346761,True
AEH,500,200,36,0.012252033640299656,0.08421052631578947,288.39830718278097,0.4733071340139492,1.0458943683911481,True
Horseshoe,500,200,36,0.014609191901173385,0.07894736842105263,293.9587146244226,,1.0590303760896431,False
AEH,500,200,37,0.010345045827929228,0.08421052631578947,297.8346754163244,0.47087420492330034,1.0402913528321411,True
Horseshoe,500,200,37,0.011619302942698851,0.08947368421052632,295.0223818674477,,1.003080136955356,True
AEH,500,200,38,0.013648509471707199,0.05789473684210526,296.67058887339766,0.474556562782095,1.0021230848588343,True
Horseshoe,500,200,38,0.015293095351587873,0.05263157894736842,291.6760160867685,,1.0022683549206093,True
AEH,500,200,39,0.008994772019935152,0.11052631578947368,296.1705169045579,0.47799497904291477,1.0128479911612729,True
Horseshoe,500,200,39,0.01000195242050475,0.1,297.76183019975014,,1.0012104280335488,True
AEH,500,200,40,0.01715799493478828,0.042105263157894736,295.38133398876016,0.46535003174558703,1.033662587538433,True
Horseshoe,500,200,40,0.019127240512678015,0.042105263157894736,293.72182415702235,,1.0026394799373728,True
AEH,500,200,41,0.011593544626516496,0.10526315789473684,299.76809627616757,0.466249146761312,1.004830275735473,True
Horseshoe,500,200,41,0.01267612509527653,0.1,293.2812059940142,,1.004817465325594,True
AEH,500,200,42,0.01911194148875075,0.08421052631578947,296.42904092180333,0.47344495785483476,1.004741093827874,True
Horseshoe,500,200,42,0.021192323152595793,0.07368421052631578,295.90700163862186,,1.0031935763015476,True
AEH,500,200,43,0.0029648720050951443,0.06315789473684211,293.46813607738073,0.4649695694999504,1.0180548242208893,True
Horseshoe,500,200,43,0.003446086858603991,0.06842105263157895,294.494242527922,,1.00121355321402,True
AEH,500,200,44,0.0038147722864903776,0.07894736842105263,296.1592954437403,0.46703095085798374,1.013236435609151,True
Horseshoe,500,200,44,0.0043645148416191154,0.07894736842105263,290.9641049267482,,1.0009325639287965,True
AEH,500,200,45,0.01278543492298585,0.06842105263157895,293.4980052205608,0.47173957676622946,1.0596156262451188,False
Horseshoe,500,200,45,0.014062662405555459,0.06842105263157895,293.89081076373304,,1.0051601833303734,True
AEH,500,200,46,0.009079104724793233,0.1,294.26853157593615,0.46589190328771934,1.0276191531625078,True
Horseshoe,500,200,46,0.010074072085253873,0.08947368421052632,298.1835684334018,,1.0048028190478433,True
AEH,500,200,47,0.0250823316811526,0.04736842105263158,289.22953805904797,0.4876455650988152,1.0823035627196709,False
Horseshoe,500,200,47,0.029056578918827493,0.04736842105263158,292.05109883379953,,1.0119755440169003,True
AEH,500,200,48,0.02041784445487415,0.06315789473684211,292.11826629351714,0.48587879857856153,1.009605866859673,True
Horseshoe,500,200,48,0.0244361433738215,0.04736842105263158,296.48153535840135,,1.004022025377281,True
AEH,500,200,49,0.010047227997972478,0.11578947368421053,292.5813726387929,0.4634195437961245,1.0472837948201155,True
Horseshoe,500,200,49,0.011184267023812085,0.1,294.77938908120876,,1.001220708367264,True
AEH,1000,200,0,0.013250673624946755,0.005263157894736842,287.7574718857527,0.4473633348131698,1.0026328575814987,True
Horseshoe,1000,200,0,0.013863389296554724,0.005263157894736842,255.7837351367245,,1.0006247390046965,True
AEH,1000,200,1,0.004856166359602948,0.0,222.8911845006598,0.45259408143533775,1.0019162190683302,True
Horseshoe,1000,200,1,0.004989728778834439,0.0,202.15151204298039,,1.002789194707899,True
AEH,1000,200,2,0.0025262419669490285,0.005263157894736842,288.2154843238235,0.43793526002571725,1.0055992870255772,True
Horseshoe,1000,200,2,0.0026432218687830493,0.005263157894736842,250.02622991224374,,1.001779350202811,True
AEH,1000,200,3,0.003473120073401324,0.0,259.2305686365076,0.4408684618296713,1.0008796456103575,True
Horseshoe,1000,200,3,0.0036292174655266664,0.0,232.1227239594968,,1.0006554137316925,True
AEH,1000,200,4,0.005336162423470648,0.005263157894736842,289.6237321425231,0.4560556637255978,1.0045028194078045,True
Horseshoe,1000,200,4,0.005558150207312173,0.005263157894736842,256.8338419271181,,1.0007728199682968,True
AEH,1000,200,5,0.0040850920448809586,0.015789473684210527,287.48133269086384,0.443955628257072,1.0399403164299188,True
Horseshoe,1000,200,5,0.004298147149036616,0.015789473684210527,262.84780834317644,,1.00128781158891,True
AEH,1000,200,6,0.0022503954639068744,0.010526315789473684,258.9801893124214,0.4463233468466913,1.0025836860099486,True
Horseshoe,1000,200,6,0.0023320966928540928,0.010526315789473684,236.82142409953715,,1.0019908569545393,True
AEH,1000,200,7,0.004096887307231222,0.0,242.90761149219793,0.4459182498062634,1.0009454922906373,True
Horseshoe,1000,200,7,0.004329627179107384,0.0,221.48195947526747,,1.0006288384343534,True
AEH,1000,200,8,0.006445156238477407,0.005263157894736842,289.5250472246922,0.43414264225760923,1.030112183960693,True
Horseshoe,1000,200,8,0.006629752757398073,0.005263157894736842,271.88690691864053,,1.0011161511000946,True
AEH,1000,200,9,0.005578579452376891,0.0,290.16662326011567,0.44107718303581656,1.001327534581023,True
Horseshoe,1000,200,9,0.005874494503856709,0.0,251.20963454102616,,1.00145355149843,True
AEH,1000,200,10,0.006579920801440868,0.005263157894736842,260.4333029218116,0.4495529326129125,1.0015055628556198,True
Horseshoe,1000,200,10,0.006869589530247562,0.005263157894736842,237.25923797892364,,1.0014792794403822,True
AEH,1000,200,11,0.004547559822940285,0.005263157894736842,266.4261159816692,0.44071566211440016,1.001696016361439,True
Horseshoe,1000,200,11,0.004828802544958231,0.005263157894736842,237.66528493192544,,1.0012382814852174,True
AEH,1000,200,12,0.007652401140699545,0.005263157894736842,262.4505166491545,0.45042742027972904,1.0011155542334405,True
Horseshoe,1000,200,12,0.008027509157832707,0.005263157894736842,235.72348580226767,,1.0013616150464264,True
AEH,1000,200,13,0.008934658183377847,0.005263157894736842,263.8408546374407,0.44685625729389644,1.000921184112074,True
Horseshoe,1000,200,13,0.009276723971588519,0.005263157894736842,237.0471749801919,,1.0005918500882283,True
AEH,1000,200,14,0.0103376772860316,0.0,241.32690164020445,0.45353657346200316,1.0009180370019743,True
Horseshoe,1000,200,14,0.010852516129121836,0.0,216.89092530111083,,1.0017358756669024,True
AEH,1000,200,15,0.0031728348271613813,0.02631578947368421,280.5534526258796,0.45224672431832735,1.0014555728901735,True
Horseshoe,1000,200,15,0.003249495629410662,0.02631578947368421,247.05094386397468,,1.0013558307921093,True
AEH,1000,200,16,0.005267895573362823,0.0,242.7223649667511,0.4406113958287281,1.000611089628616,True
Horseshoe,1000,200,16,0.005500351132833064,0.0,219.82762507516293,,1.0004867318418982,True
AEH,1000,200,17,0.0017646260339322056,0.005263157894736842,265.13857421925064,0.44288177808225393,1.0019044047528853,True
Horseshoe,1000,200,17,0.0018319516912986527,0.005263157894736842,239.77161524902215,,1.0025731862980027,True
AEH,1000,200,18,0.0017379682805952344,0.005263157894736842,260.5991876936046,0.44655345031009963,1.0005389930552602,True
Horseshoe,1000,200,18,0.0018334571275464412,0.005263157894736842,237.29155009765748,,1.0005344638232718,True
AEH,1000,200,19,0.006046605916195811,0.0,288.58163348887973,0.4430673008940159,1.0085206903061041,True
Horseshoe,1000,200,19,0.006318163524199572,0.0,256.886815538116,,1.0011452383391901,True
AEH,1000,200,20,0.006735098375855328,0.005263157894736842,287.49451846705614,0.4446456929664131,1.0034517805701189,True
Horseshoe,1000,200,20,0.006992116854569533,0.005263157894736842,254.34085621090426,,1.0009911268303033,True
AEH,1000,200,21,0.004624003243945039,0.005263157894736842,263.15301654979635,0.4436513174817628,1.0015389138708533,True
Horseshoe,1000,200,21,0.004813925312508056,0.005263157894736842,236.5868685763472,,1.0013618310860637,True
AEH,1000,200,22,0.0031002245334423558,0.0,265.4014335497441,0.4454172042617214,1.0019151270039588,True
Horseshoe,1000,200,22,0.003209844596975727,0.0,237.09955066422023,,1.0009358914599222,True
AEH,1000,200,23,0.002865858176413642,0.0,270.975822017948,0.4486884298827102,1.0027932765484935,True
Horseshoe,1000,200,23,0.0029853897515643426,0.0,241.5754445543749,,1.000905052435957,True
AEH,1000,200,24,0.0018937887255011821,0.0,281.81115807593903,0.4508663726678872,1.001601559317965,True
Horseshoe,1000,200,24,0.001930252856812966,0.0,252.28586607860677,,1.0012712596404287,True
AEH,1000,200,25,0.0027905967566512744,0.010526315789473684,258.06662034882623,0.45222207819507065,1.0021038422964086,True
Horseshoe,1000,200,25,0.002953227840515111,0.010526315789473684,236.46115382542018,,1.000872110034713,True
AEH,1000,200,26,0.0028318068483611106,0.005263157894736842,239.28250112873732,0.43542416613588575,1.0015325910211026,True
Horseshoe,1000,200,26,0.003023750103904286,0.005263157894736842,225.1636506109504,,1.00114603305385,True
AEH,1000,200,27,0.0033806157806073344,0.0,263.2227361737535,0.4448262297833214,1.1374091951329657,False
Horseshoe,1000,200,27,0.0035220405573724587,0.0,284.3110299437902,,1.0016010280003342,True
AEH,1000,200,28,0.005798309595167847,0.010526315789473684,273.4683028546753,0.4456033188043138,1.1531827772761232,False
Horseshoe,1000,200,28,0.005949203067255275,0.005263157894736842,278.01101204880797,,1.0013182792507553,True
AEH,1000,200,29,0.001420923281150401,0.010526315789473684,264.1428728051537,0.4477394323714271,1.0011625029612081,True
Horseshoe,1000,200,29,0.0014712359143066313,0.010526315789473684,236.74450549225298,,1.0016717662184855,True
AEH,1000,200,30,0.007736410596796479,0.010526315789473684,264.74651136945505,0.4393565510627371,1.0130453347797164,True
Horseshoe,1000,200,30,0.00791771875184656,0.010526315789473684,240.76189952478168,,1.001211387284863,True
AEH,1000,200,31,0.0041604398350902055,0.010526315789473684,275.285512190717,0.4575312222312764,1.0908662989640097,False
Horseshoe,1000,200,31,0.004377224327512657,0.010526315789473684,279.84468228569125,,1.0014493842875098,True
AEH,1000,200,32,0.004661661860772982,0.010526315789473684,253.81817248497555,0.438915253025434,1.0019731610095255,True
Horseshoe,1000,200,32,0.004886885939318199,0.010526315789473684,233.85618280371935,,1.0023282460286684,True
AEH,1000,200,33,0.0015327467223799707,0.005263157894736842,287.304888353242,0.4552994029302557,1.0057738419547624,True
Horseshoe,1000,200,33,0.0016379909836083625,0.005263157894736842,251.55057931069234,,1.0012414980353763,True
AEH,1000,200,34,0.0026026995715997597,0.0,286.61019268115416,0.45389253314859357,1.0030262690425664,True
Horseshoe,1000,200,34,0.002693625294198685,0.0,253.80977829257273,,1.0010522978584875,True
AEH,1000,200,35,0.009991010599639845,0.0,288.32801177308517,0.4402520968306193,1.0045394099829634,True
Horseshoe,1000,200,35,0.01053373870338804,0.0,254.24068010185502,,1.002333112990088,True
AEH,1000,200,36,0.002719227670223632,0.010526315789473684,258.46746519751736,0.44747556533451727,1.1068211167739217,False
Horseshoe,1000,200,36,0.002752728927330548,0.010526315789473684,288.34663657687975,,1.0014681392974039,True
AEH,1000,200,37,0.005968879249971878,0.0,269.67477757164744,0.4432530501650198,1.0051252232500607,True
Horseshoe,1000,200,37,0.006274888942392651,0.0,244.92061820278107,,1.0012934101643525,True
AEH,1000,200,38,0.006315060693371935,0.005263157894736842,265.6430653220544,0.4498735218793479,1.1008924031286285,False
Horseshoe,1000,200,38,0.006382011915969483,0.005263157894736842,239.54776885803776,,1.0016278268997,True
AEH,1000,200,39,0.007966690514922204,0.005263157894736842,258.57780452780787,0.44711520356143264,1.023826354854599,True
Horseshoe,1000,200,39,0.008145100148382682,0.005263157894736842,291.36213708160676,,1.0016608470997908,True
AEH,1000,200,40,0.00631035243611573,0.0,290.1815887662209,0.4361313487579691,1.0270066015054782,True
Horseshoe,1000,200,40,0.00657634631822822,0.0,259.44442232828953,,1.0012827148865306,True
AEH,1000,200,41,0.003733635262878883,0.015789473684210527,269.0495749321883,0.44903995738124514,1.0014558317651114,True
Horseshoe,1000,200,41,0.003949303816615784,0.015789473684210527,239.0016095652704,,1.0019496030223514,True
AEH,1000,200,42,0.012144047206779114,0.005263157894736842,264.0371230556086,0.43870987406202744,1.0009601488493527,True
Horseshoe,1000,200,42,0.012940668403554706,0.005263157894736842,237.1855539987114,,1.0016635259805011,True
AEH,1000,200,43,0.007052396737436528,0.0,266.18554413270095,0.45538268971649953,1.0680740685900059,False
Horseshoe,1000,200,43,0.007326428736143503,0.0,276.5425839086209,,1.0010417545252714,True
AEH,1000,200,44,0.009324279495677507,0.010526315789473684,267.71403501696216,0.4397163848847849,1.0004640730698353,True
Horseshoe,1000,200,44,0.00968456777919648,0.005263157894736842,238.1453880212935,,1.0005832433186002,True
AEH,1000,200,45,0.006384768653300135,0.005263157894736842,285.2529389848096,0.4464950782605185,1.002792176892791,True
Horseshoe,1000,200,45,0.0066888444650718805,0.005263157894736842,248.40982595741008,,1.0034028386431402,True
AEH,1000,200,46,0.0034769645838919464,0.021052631578947368,264.63995060476935,0.43725875138808634,1.0012545052111148,True
Horseshoe,1000,200,46,0.0035549265706738865,0.021052631578947368,235.55504048812207,,1.0004435906273073,True
AEH,1000,200,47,0.004464392038006342,0.005263157894736842,264.6026535618145,0.4546148033874162,1.007809248425269,True
Horseshoe,1000,200,47,0.004708607160679158,0.005263157894736842,238.01504438619523,,1.0015543499010193,True
AEH,1000,200,48,0.004830529691610082,0.005263157894736842,284.3111130742078,0.4510366231671429,1.005525942985568,True
Horseshoe,1000,200,48,0.005052761931313768,0.005263157894736842,253.84302401520662,,1.0029041551156292,True
AEH,1000,200,49,0.011862782466377616,0.005263157894736842,286.6474903344132,0.44474748963279775,1.013085535956048,True
Horseshoe,1000,200,49,0.012410719332811845,0.005263157894736842,259.31934436494305,,1.000814617773052,True
AEH,2000,200,0,0.004219476633407432,0.0,306.1550767823644,0.41767821429640395,1.0013152261501987,True
Horseshoe,2000,200,0,0.004267967929870549,0.0,237.07644008149552,,1.0008745321307637,True
AEH,2000,200,1,0.0015445842576595474,0.0,221.46309726295792,0.42785311088062417,1.0004997707558605,True
Horseshoe,2000,200,1,0.0015836950943747471,0.0,174.42329646487758,,1.00168308967076,True
AEH,2000,200,2,0.0022776198126775006,0.0,310.00822858628146,0.4218778151589684,1.0032373419148541,True
Horseshoe,2000,200,2,0.0022697446627830587,0.0,253.31155835204424,,1.0011319302563153,True
AEH,2000,200,3,0.0013081032671872239,0.0,268.8691558611796,0.41944299721187717,1.0013975388130127,True
Horseshoe,2000,200,3,0.0013346134593005862,0.0,202.60743798727006,,1.0002853725050607,True
AEH,2000,200,4,0.003063313778727415,0.0,279.4282768964624,0.4219683386811305,1.0029431033105267,True
Horseshoe,2000,200,4,0.0031090731710915953,0.0,213.66750305238145,,1.0006058887973028,True
AEH,2000,200,5,0.001057089757247535,0.0,277.8992772861648,0.421810729039899,1.0060754790888522,True
Horseshoe,2000,200,5,0.0010741644069655408,0.0,210.17218494517078,,1.0005452099518146,True
AEH,2000,200,6,0.0005359354050143369,0.0,274.739378386569,0.42505753280601055,1.0026701300111966,True
Horseshoe,2000,200,6,0.0005491510191643547,0.0,213.87393036548542,,1.001315720245014,True
AEH,2000,200,7,0.0016148748693863991,0.0,216.47432735457053,0.4248220108171211,1.000517539009227,True
Horseshoe,2000,200,7,0.0016442509291624626,0.0,177.36295970511003,,1.0004279701557361,True
AEH,2000,200,8,0.0014925722896674063,0.0,309.01635763580794,0.41157648657270096,1.0014754522107576,True
Horseshoe,2000,200,8,0.0015331988232497485,0.0,251.74586680838615,,1.0007031766732604,True
AEH,2000,200,9,0.002753330878379724,0.0,310.7301036193024,0.41998150404744394,1.0013754081313329,True
Horseshoe,2000,200,9,0.0027493176485753365,0.0,244.55603203475056,,1.0014928694851188,True
AEH,2000,200,10,0.0011757469004825588,0.0,225.1067664437038,0.42240969867056477,1.000704733299655,True
Horseshoe,2000,200,10,0.0012159786766359933,0.0,183.38674668975568,,1.0012674568717443,True
AEH,2000,200,11,0.0008771010211844609,0.0,264.47166028846584,0.4236932619009074,1.0005467239339823,True
Horseshoe,2000,200,11,0.0008847226859499565,0.0,201.216326813236,,1.0009255886184345,True
AEH,2000,200,12,0.003011189878388211,0.0,271.56936869897925,0.4256524020415462,1.056742084308173,False
Horseshoe,2000,200,12,0.0030656361428979635,0.0,210.33467678584012,,1.0009617703421665,True
AEH,2000,200,13,0.0019066276015853787,0.0,263.1508453155116,0.4260956617202164,1.0010328806194528,True
Horseshoe,2000,200,13,0.0019342599406700488,0.0,209.94830637019044,,1.0004227343170153,True
AEH,2000,200,14,0.004478538187204555,0.0,264.89011988407555,0.4252244728121649,1.0042267865147063,True
Horseshoe,2000,200,14,0.004631195907168742,0.0,207.2849239478106,,1.0008680267166508,True
AEH,2000,200,15,0.002571986063786708,0.0,280.828274096617,0.42675003786187526,1.0043138921114811,True
Horseshoe,2000,200,15,0.002594372245404916,0.0,214.17431832891373,,1.0007469805380929,True
AEH,2000,200,16,0.0020088594203247776,0.0,252.93998510600045,0.4180635481916193,1.0002699231742473,True
Horseshoe,2000,200,16,0.002035517069358857,0.0,198.4840308449279,,1.0006799080865687,True
AEH,2000,200,17,0.0005568049226638188,0.0,277.9355734878549,0.4215982560590845,1.0013388086174564,True
Horseshoe,2000,200,17,0.0005530538106107095,0.0,211.39317868183753,,1.0013735059842006,True
AEH,2000,200,18,0.0013980220358872488,0.0,274.2696324178016,0.4234773406676371,1.0004483530059987,True
Horseshoe,2000,200,18,0.0014281472406888769,0.0,214.78448569735244,,1.000299903125554,True
AEH,2000,200,19,0.001331518336029056,0.0,310.1727662503329,0.42060702394062266,1.0012614734404979,True
Horseshoe,2000,200,19,0.0013371913106175644,0.0,247.20180186150188,,1.0010809959790703,True
AEH,2000,200,20,0.0010524257410749944,0.0,302.9432900941444,0.42822456118840646,1.0025511134313851,True
Horseshoe,2000,200,20,0.0010437085706698475,0.0,267.0434507051068,,1.001366209227716,True
AEH,2000,200,21,0.0025413063300162896,0.0,304.5126044421886,0.41851405153639754,1.0016543113548704,True
Horseshoe,2000,200,21,0.002587340432051332,0.0,241.97485473093118,,1.0011138388370155,True
AEH,2000,200,22,0.0029969550496561663,0.0,240.41200346991428,0.4133036042286229,1.0005505092673017,True
Horseshoe,2000,200,22,0.0030717780738108687,0.0,187.58411569368013,,1.0009564561885893,True
AEH,2000,200,23,0.0035537279316546154,0.0,260.25425731317307,0.4236551590795926,1.0014580028102316,True
Horseshoe,2000,200,23,0.0035836062652747865,0.0,202.59980915431552,,1.000741083835903,True
AEH,2000,200,24,0.001426453484480657,0.0,269.9548388888272,0.4227873930591156,1.0049747819213817,True
Horseshoe,2000,200,24,0.0014709292232547855,0.0,206.1201068920839,,1.0011258903715385,True
AEH,2000,200,25,0.0011801048093421473,0.0,267.57698914882326,0.4283746638021644,1.0031158848043764,True
Horseshoe,2000,200,25,0.0011838781706590162,0.0,209.6950869855096,,1.0011695624732515,True
AEH,2000,200,26,0.00212638113849524,0.0,286.60395115267715,0.415955334398154,1.0022955586181848,True
Horseshoe,2000,200,26,0.0021977243191115504,0.0,209.43242690553052,,1.0008212637549534,True
AEH,2000,200,27,0.00031846858419482503,0.0,251.94232584835146,0.42441862607215974,1.053976867712885,False
Horseshoe,2000,200,27,0.0003223777476184034,0.0,298.27334494814875,,1.0022212794386016,True
AEH,2000,200,28,0.0015063963572612647,0.0,308.1526612274081,0.4236442317321407,1.001331340171122,True
Horseshoe,2000,200,28,0.0015462810213219115,0.0,245.29718928336388,,1.000610140458547,True
AEH,2000,200,29,0.0025690674020775275,0.0,222.67599258133777,0.42415301407408823,1.0011578803676267,True
Horseshoe,2000,200,29,0.0026158253664146994,0.0,178.23814607665497,,1.0020124273283875,True
AEH,2000,200,30,0.002113854944435699,0.0,306.89066237066834,0.4194840493437677,1.0026501712730278,True
Horseshoe,2000,200,30,0.0021627596165873,0.0,242.4878501587036,,1.0007906147175192,True
AEH,2000,200,31,0.0015291193068394193,0.0,307.55142208623164,0.43080319927343047,1.001122480956657,True
Horseshoe,2000,200,31,0.0015768205642600625,0.0,246.22244578638762,,1.0013801467256285,True
AEH,2000,200,32,0.001481531030147426,0.0,268.3897073212661,0.4277533469987963,1.0010123672917357,True
Horseshoe,2000,200,32,0.0014950949659027137,0.0,208.6730288043808,,1.0006013434644716,True
AEH,2000,200,33,0.0029349855751130667,0.0,304.83713716447187,0.4285970552614008,1.0017942510908326,True
Horseshoe,2000,200,33,0.0029763688676666235,0.0,231.06435050563326,,1.0004228975424583,True
AEH,2000,200,34,0.0017006259203273203,0.0,308.67960125401225,0.4246204767852655,1.0014557696414812,True
Horseshoe,2000,200,34,0.0017452649708030181,0.0,256.94432130929357,,1.0009897849214884,True
AEH,2000,200,35,0.004508963622493893,0.0,221.82067601621029,0.4176209411423807,1.001108364414518,True
Horseshoe,2000,200,35,0.0045804390876243144,0.0,186.3078570680313,,1.0017046765022348,True
AEH,2000,200,36,0.0007785400933439618,0.0,308.7494956174801,0.42326633894884036,1.0016207190708328,True
Horseshoe,2000,200,36,0.0008018605950712694,0.0,253.28265446724265,,1.0006759772958,True
AEH,2000,200,37,0.003908400097128025,0.0,309.14421291834736,0.4186174159374376,1.0021703915778313,True
Horseshoe,2000,200,37,0.0039897730682484376,0.0,251.87791661295233,,1.000687031804155,True
AEH,2000,200,38,0.0016797349998230258,0.0,263.6514196609007,0.4205932823306533,1.001057622745213,True
Horseshoe,2000,200,38,0.0017429470784907537,0.0,205.04464707546825,,1.0006353415077787,True
AEH,2000,200,39,0.0009531354881177625,0.0,308.25987751482796,0.42150315545596706,1.0026461865043446,True
Horseshoe,2000,200,39,0.0009598907545039628,0.0,263.66225090251703,,1.000640212350526,True
AEH,2000,200,40,0.0030548172742311946,0.0,309.6907273907835,0.4166983831922225,1.0013585430229142,True
Horseshoe,2000,200,40,0.003127327869362978,0.0,251.6196789653797,,1.0003406106673625,True
AEH,2000,200,41,0.0006217821764498488,0.0,260.2151576636831,0.4259964489606519,1.1909627613826514,False
Horseshoe,2000,200,41,0.0006160671467608446,0.0,301.0444256377383,,1.0029531103277818,True
AEH,2000,200,42,0.0008617916586739036,0.0,276.74898049098596,0.4221327372126452,1.000577973552177,True
Horseshoe,2000,200,42,0.0008719883833492688,0.0,205.14160633454048,,1.001312582802041,True
AEH,2000,200,43,0.0015402299103952058,0.0,307.2411472895789,0.42924508077791557,1.0028859242977692,True
Horseshoe,2000,200,43,0.0015841781055796161,0.0,259.09299203960177,,1.0005554352202304,True
AEH,2000,200,44,0.0019035573423043558,0.0,282.326294045069,0.41873100734461577,1.0009137088964513,True
Horseshoe,2000,200,44,0.0019078509689103359,0.0,209.5899954454479,,1.0003579566580898,True
AEH,2000,200,45,0.0018380957281973875,0.0,308.79083461895823,0.421136797369541,1.0029181160864515,True
Horseshoe,2000,200,45,0.0018702083598733654,0.0,240.98389734702843,,1.0020107246435057,True
AEH,2000,200,46,0.0007710717660005708,0.0,309.2711896577412,0.420311197871168,1.0019989626190386,True
Horseshoe,2000,200,46,0.0007656387392281586,0.0,246.4971903989188,,1.000650699189005,True
AEH,2000,200,47,0.003043575567917911,0.0,304.34066096775763,0.4250832946353609,1.0012634930403388,True
Horseshoe,2000,200,47,0.0030991076779045496,0.0,232.45903801831656,,1.0007405922551529,True
AEH,2000,200,48,0.0033575822936930066,0.0,309.11246291668994,0.42405831283068773,1.0013022926164523,True
Horseshoe,2000,200,48,0.0034325258923477917,0.0,245.3401824141055,,1.001915771759411,True
AEH,2000,200,49,0.0008064935045310432,0.0,308.64439618766323,0.42736376803620557,1.0013648640160175,True
Horseshoe,2000,200,49,0.0008148777147514961,0.0,253.7858119179542,,1.0005873723222496,True
