p,rho,replication,method,wall_clock_s,MSE_signal,FPR,bulk_ESS,converged_alpha,PICP_90,rhat_max,converged_ok
200,0.9,13,AEH,90.02584280000883,0.03748471902559599,0.3368421052631579,246.70365706226687,0.434389721954093,,1.0097664044732404,True
200,0.9,13,Horseshoe,87.34953480001423,0.07475024828051105,0.3263157894736842,250.804727716021,,,1.010570942777455,True
200,0.9,13,Regularized Horseshoe,85.35870869999053,,,,,,1.4174558936744264,False
200,0.9,14,AEH,87.42675290000625,0.06904703360832169,0.4105263157894737,244.03189820409563,0.43147197778637575,,1.0190920246553854,True
200,0.9,14,Horseshoe,87.12673690001247,0.15323251671680277,0.43157894736842106,235.61275834777032,,,1.0143643633165602,True
200,0.9,14,Regularized Horseshoe,90.08054389999597,,,,,,2.368676743559848,False
200,0.9,15,AEH,88.03345519999857,0.07074317666113895,0.47368421052631576,249.20353753166083,0.41967495073272265,,1.0144205776886084,True
200,0.9,15,Horseshoe,88.97939370002132,0.12601811774039182,0.4473684210526316,244.01521496347698,,,1.0103137961038815,True
200,0.9,15,Regularized Horseshoe,90.94171579999966,,,,,,1.8782243778503513,False
200,0.9,16,AEH,88.88057169999229,0.03907862983777612,0.2578947368421053,232.00271001679567,0.435174758873712,,1.0139731617722612,True
200,0.9,16,Horseshoe,95.04131460000644,0.08172327352668696,0.2631578947368421,218.82589641825314,,,1.0133047628876166,True
200,0.9,16,Regularized Horseshoe,84.92834010001388,,,,,,1.8741353310297153,False
200,0.9,17,AEH,97.16410609998275,0.04816272920843982,0.3736842105263158,227.7680547361992,0.4259787726795232,,1.0126966226613854,True
200,0.9,17,Horseshoe,90.35601459999452,0.08449728221762631,0.3684210526315789,207.44730469686223,,,1.0265479251304601,True
200,0.9,17,Regularized Horseshoe,87.6151507999748,,,,,,2.553573886382979,False
200,0.9,18,AEH,86.76436739999917,0.03444284525104013,0.4,244.05251807274598,0.42065229887754935,,1.0100639831252136,True
200,0.9,18,Horseshoe,89.83157099998789,0.07589316475669503,0.3894736842105263,238.99282739203002,,,1.0114725200474721,True
200,0.9,18,Regularized Horseshoe,84.02972780002165,,,,,,87.77335991552735,False
200,0.9,19,AEH,98.97756930001196,0.029282126611003073,0.4052631578947368,241.8890559335838,0.42090489827095146,,1.0183241270688939,True
200,0.9,19,Horseshoe,89.19948559999466,0.05167678755093813,0.3631578947368421,226.93980585941847,,,1.012048265791923,True
200,0.9,19,Regularized Horseshoe,176.59584609998274,,,,,,1.9350997539633947,False
200,0.9,20,AEH,181.97807489999104,0.03488553627873333,0.43157894736842106,241.0070384593078,0.43035759413991004,,1.0111590998994433,True
200,0.9,20,Horseshoe,183.62039760002517,0.05048229472961837,0.4052631578947368,243.04053298077918,,,1.007796858792949,True
200,0.9,20,Regularized Horseshoe,127.36337380000623,,,,,,1.8999359643903153,False
200,0.9,21,AEH,100.86106429999927,0.04124307912573819,0.39473684210526316,251.22903316586226,0.4278111192952015,,1.0105622522478923,True
200,0.9,21,Horseshoe,100.10300200001802,0.09740077844377125,0.4,244.0160656579292,,,1.008189960215422,True
200,0.9,21,Regularized Horseshoe,95.82979590000468,,,,,,1.6527168206110183,False
200,0.9,22,AEH,104.14510449999943,0.04160177816749912,0.3526315789473684,246.74866768481792,0.42968331699442647,,1.0168931139378006,True
200,0.9,22,Horseshoe,96.66257220000261,0.07724473354960432,0.3368421052631579,251.2602734632932,,,1.01078144968868,True
200,0.9,22,Regularized Horseshoe,95.96931260000565,,,,,,1.8833942425632666,False
200,0.9,23,AEH,95.83894249997684,0.013328390512707572,0.34210526315789475,246.1660692154219,0.4224871327709248,,1.0126170317786563,True
200,0.9,23,Horseshoe,100.69825980000314,0.027594278487022915,0.3157894736842105,241.678230801066,,,1.0092457529456509,True
200,0.9,23,Regularized Horseshoe,107.30550240000593,,,,,,1.9493344032915065,False
200,0.9,24,AEH,105.07285130000673,0.014583973161051884,0.43157894736842106,244.69494091026615,0.4283880078339889,,1.0051520770623172,True
200,0.9,24,Horseshoe,98.96571489999769,0.02921716697898811,0.4052631578947368,236.78198505709537,,,1.0139175697250626,True
200,0.9,24,Regularized Horseshoe,98.02218169998378,,,,,,2.427645047607678,False
200,0.9,25,AEH,96.79722570002195,0.06435156519648744,0.45789473684210524,241.50907059560078,0.41700951610585735,,1.01405435720872,True
200,0.9,25,Horseshoe,97.40231149998726,0.12072807127402083,0.45263157894736844,234.6621594112632,,,1.0126202605487877,True
200,0.9,25,Regularized Horseshoe,94.97547889998532,,,,,,12.125295880363348,False
200,0.9,26,AEH,101.45285639999202,0.04946005107109152,0.4105263157894737,239.44300212914357,0.41412871355739667,,1.0161273623372127,True
200,0.9,26,Horseshoe,97.1439781000081,0.08728280798592389,0.38421052631578945,229.24022729799947,,,1.00866887343493,True
200,0.9,26,Regularized Horseshoe,113.62144970000372,,,,,,2.1268098071890997,False
200,0.9,27,AEH,107.20128480001586,0.012936398760289288,0.2631578947368421,253.6938717789518,0.4441626433117992,,1.0157231489648268,True
200,0.9,27,Horseshoe,102.96523279999383,0.021926291216559507,0.24736842105263157,258.78242157537755,,,1.0123169780654366,True
200,0.9,27,Regularized Horseshoe,97.29049130002386,,,,,,283.6495436438691,False
200,0.9,28,AEH,100.15456840000115,0.03507028289996523,0.3473684210526316,247.4339518822803,0.417709039568164,,1.0114192390524117,True
200,0.9,28,Horseshoe,96.88038039999083,0.0733563269042524,0.3684210526315789,242.8442154594693,,,1.0072671379194065,True
200,0.9,28,Regularized Horseshoe,115.53490420000162,,,,,,1.7531814769124618,False
200,0.9,29,AEH,99.78943289999734,0.00739303995825778,0.3473684210526316,242.53168121769338,0.42614915178072615,,1.0109957787689803,True
200,0.9,29,Horseshoe,91.46377839997876,0.012208687208198416,0.33157894736842103,235.48129053120545,,,1.0177611287988662,True
200,0.9,29,Regularized Horseshoe,84.25982790000853,,,,,,1.9648150255106112,False
500,0.5,0,AEH,334.50310169998556,,,,,,3.042673776915545,False
500,0.5,0,Horseshoe,332.53340250000474,,,,,,1.314628436183253,False
500,0.5,0,Regularized Horseshoe,397.42627919997904,,,,,,2.83549608282245,False
500,0.5,1,AEH,552.2063370999822,,,,,,3.2854656034105623,False
500,0.5,1,Horseshoe,397.9156542000128,,,,,,1.4900971714254796,False
500,0.5,1,Regularized Horseshoe,688.6613472999888,,,,,,2.7035455976697436,False
500,0.5,2,AEH,401.6130701999937,,,,,,2.885562459174614,False
500,0.5,2,Horseshoe,367.7511991999927,,,,,,1.3834861217544725,False
500,0.5,2,Regularized Horseshoe,382.22689119999995,,,,,,2.7535453686606157,False
500,0.5,3,AEH,373.47326359999715,,,,,,2.723774030562045,False
500,0.5,3,Horseshoe,418.5004068999842,,,,,,1.3481707039508326,False
500,0.5,3,Regularized Horseshoe,320.5633103,,,,,,2.0830831319999072,False
500,0.5,4,AEH,660.1816545000183,,,,,,2.9564221937791006,False
500,0.5,4,Horseshoe,371.43384020001395,,,,,,1.4007915010133645,False
500,0.5,4,Regularized Horseshoe,425.8633247000107,,,,,,2.982558714001008,False
500,0.5,5,AEH,666.5800645999843,,,,,,2.8121479057845233,False
500,0.5,5,Horseshoe,513.3755291999842,,,,,,1.3317667892289853,False
500,0.5,5,Regularized Horseshoe,368.4138457000081,,,,,,3.1972098361706864,False
500,0.5,6,AEH,391.12345579999965,,,,,,3.0284392956775257,False
500,0.5,6,Horseshoe,368.6779245999933,,,,,,1.398993725451569,False
500,0.5,6,Regularized Horseshoe,392.52115799998865,,,,,,2.587042759853912,False
500,0.5,7,AEH,370.75651300000027,,,,,,2.930207224224266,False
500,0.5,7,Horseshoe,375.16925400000764,,,,,,1.2079574335510532,False
500,0.5,7,Regularized Horseshoe,369.1522684000083,,,,,,2.526296817376292,False
500,0.5,8,AEH,366.710072899994,,,,,,3.437388832617211,False
500,0.5,8,Horseshoe,382.4164592999732,,,,,,1.296412311453015,False
500,0.5,8,Regularized Horseshoe,367.8869677000039,,,,,,2.965792637109413,False
500,0.5,9,AEH,373.41911270000855,,,,,,3.0857308133666037,False
500,0.5,9,Horseshoe,379.47527620001347,,,,,,1.323917115550691,False
500,0.5,9,Regularized Horseshoe,365.29435999999987,,,,,,2.8695317697868266,False
500,0.5,10,AEH,373.86085840000305,,,,,,2.837180641061913,False
500,0.5,10,Horseshoe,366.70626579999225,,,,,,1.2827551705707283,False
500,0.5,10,Regularized Horseshoe,375.19501560000936,,,,,,3.210521011721481,False
500,0.5,11,AEH,375.4388431000116,,,,,,3.3454314665325335,False
500,0.5,11,Horseshoe,385.3884473000071,,,,,,1.413643231314799,False
500,0.5,11,Regularized Horseshoe,373.692194800009,,,,,,2.822344746006207,False
500,0.5,12,AEH,391.523989600013,,,,,,3.021193861127245,False
500,0.5,12,Horseshoe,385.50762969997595,,,,,,1.3416889837071633,False
500,0.5,12,Regularized Horseshoe,371.9118712999916,,,,,,2.628004705888588,False
500,0.5,13,AEH,390.71560380002484,,,,,,2.819121511723368,False
500,0.5,13,Horseshoe,378.0026080000098,,,,,,1.35262607738821,False
500,0.5,13,Regularized Horseshoe,372.55539650001447,,,,,,3.0416470670670703,False
500,0.5,14,AEH,384.88623010000447,,,,,,2.907874629371629,False
500,0.5,14,Horseshoe,373.7912426000112,,,,,,1.3368439966274774,False
500,0.5,14,Regularized Horseshoe,377.9252734000038,,,,,,2.888023858095515,False
500,0.5,15,AEH,367.26152610001736,,,,,,2.762921263512717,False
500,0.5,15,Horseshoe,373.94738920000964,,,,,,1.3352571019004886,False
500,0.5,15,Regularized Horseshoe,390.79468530000304,,,,,,2.515861585419476,False
500,0.5,16,AEH,363.5468993000104,,,,,,3.16179437801603,False
500,0.5,16,Horseshoe,378.3903374999936,,,,,,1.3252432468249369,False
500,0.5,16,Regularized Horseshoe,361.10561329999473,,,,,,2.5299450439727216,False
500,0.5,17,AEH,373.4563386999944,,,,,,3.236288765035804,False
500,0.5,17,Horseshoe,370.99254960002145,,,,,,1.3322372824429691,False
500,0.5,17,Regularized Horseshoe,399.6270392999868,,,,,,2.6799941745460125,False
500,0.5,18,AEH,392.4873358999903,,,,,,2.8990965184094186,False
500,0.5,18,Horseshoe,373.72724569999264,,,,,,1.3379928976043094,False
500,0.5,18,Regularized Horseshoe,372.3700422999973,,,,,,2.594526505443435,False
500,0.5,19,AEH,381.80655670000124,,,,,,2.7404883951699763,False
500,0.5,19,Horseshoe,377.21699420001823,,,,,,1.4055183800521769,False
500,0.5,19,Regularized Horseshoe,375.09786700000404,,,,,,3.154632176254165,False
500,0.5,20,AEH,376.0005692000268,,,,,,3.07145735305386,False
500,0.5,20,Horseshoe,381.09269889999996,,,,,,1.4424265617523133,False
500,0.5,20,Regularized Horseshoe,365.997466300003,,,,,,3.4278787186032655,False
500,0.5,21,AEH,448.67537260000245,,,,,,2.7991627320249397,False
500,0.5,21,Horseshoe,387.7189510999888,,,,,,1.6051382417698068,False
500,0.5,21,Regularized Horseshoe,385.3809497000184,,,,,,2.6293181150662774,False
500,0.5,22,AEH,377.74124249999295,,,,,,2.9181429524545073,False
500,0.5,22,Horseshoe,373.9114619999891,,,,,,1.35333343173905,False
500,0.5,22,Regularized Horseshoe,369.73952560001635,,,,,,3.1398662192034226,False
500,0.5,23,AEH,370.9640119000105,,,,,,3.0096544182822482,False
500,0.5,23,Horseshoe,375.665983999992,,,,,,1.5216414644198633,False
500,0.5,23,Regularized Horseshoe,364.9750394000148,,,,,,2.9780455025594383,False
500,0.5,24,AEH,383.6857975999883,,,,,,3.070993480470908,False
500,0.5,24,Horseshoe,376.3604620999831,,,,,,1.392742985015939,False
500,0.5,24,Regularized Horseshoe,371.4796175000083,,,,,,3.2081976364082725,False
500,0.5,25,AEH,374.8447324000008,,,,,,2.798424895834398,False
500,0.5,25,Horseshoe,370.65677840000717,,,,,,1.2540324372161826,False
500,0.5,25,Regularized Horseshoe,367.4776634000009,,,,,,2.8826369996889567,False
500,0.5,26,AEH,374.76297470001737,,,,,,2.9105742224378464,False
500,0.5,26,Horseshoe,365.1477217999927,,,,,,1.4449816384742988,False
500,0.5,26,Regularized Horseshoe,363.8805808000034,,,,,,2.943954454619641,False
500,0.5,27,AEH,373.01820459999726,,,,,,3.0561419000977814,False
500,0.5,27,Horseshoe,371.3296302999952,,,,,,1.2463947234916413,False
500,0.5,27,Regularized Horseshoe,361.91005000000587,,,,,,2.700345666631518,False
500,0.5,28,AEH,368.11209950002376,,,,,,2.700130286425213,False
500,0.5,28,Horseshoe,370.06371180000133,,,,,,1.327998133870657,False
500,0.5,28,Regularized Horseshoe,371.071901599993,,,,,,2.4763600101763843,False
500,0.5,29,AEH,387.4576120999991,,,,,,2.799538932596253,False
500,0.5,29,Horseshoe,369.585693800007,,,,,,1.358092515038548,False
500,0.5,29,Regularized Horseshoe,371.4531252000015,,,,,,2.661101022954673,False
500,0.7,0,AEH,382.9824552999926,,,,,,3.2394228737073307,False
500,0.7,0,Horseshoe,369.44361560000107,,,,,,1.4113249478805645,False
500,0.7,0,Regularized Horseshoe,375.5126001999888,,,,,,2.685676028519852,False
500,0.7,1,AEH,366.91448129998753,,,,,,2.953321194207338,False
500,0.7,1,Horseshoe,371.2875279999862,,,,,,1.3520304946871335,False
500,0.7,1,Regularized Horseshoe,372.4349841999938,,,,,,2.8583150503260724,False
500,0.7,2,AEH,373.0511720000068,,,,,,2.943348209535375,False
500,0.7,2,Horseshoe,378.5265417000046,,,,,,1.3055977310509326,False
500,0.7,2,Regularized Horseshoe,369.4879645000037,,,,,,2.507893154599637,False
500,0.7,3,AEH,374.18342879999545,,,,,,2.904173067836774,False
500,0.7,3,Horseshoe,377.2117436999979,,,,,,1.185887152601577,False
500,0.7,3,Regularized Horseshoe,369.9375951999973,,,,,,3.218384260827045,False
500,0.7,4,AEH,383.51286499999696,,,,,,3.0572727668748896,False
500,0.7,4,Horseshoe,376.83042750001187,,,,,,1.2713243757173927,False
500,0.7,4,Regularized Horseshoe,368.57819339999696,,,,,,2.577679596387202,False
500,0.7,5,AEH,378.65307920001214,,,,,,2.6293356187602845,False
500,0.7,5,Horseshoe,373.12561330001336,,,,,,1.3258881279155774,False
500,0.7,5,Regularized Horseshoe,374.724632700003,,,,,,3.160002022921821,False
500,0.7,6,AEH,384.82722860001377,,,,,,3.165625302729458,False
500,0.7,6,Horseshoe,383.6610832999868,,,,,,1.4886848873049878,False
500,0.7,6,Regularized Horseshoe,376.41633789998014,,,,,,2.5134393861557105,False
500,0.7,7,AEH,398.4216531999991,,,,,,2.9267082152804496,False
500,0.7,7,Horseshoe,385.6546059999964,,,,,,1.2960085715137721,False
500,0.7,7,Regularized Horseshoe,367.99138270001276,,,,,,2.678767799817094,False
500,0.7,8,AEH,374.42003400000976,,,,,,2.7337157659518243,False
500,0.7,8,Horseshoe,369.0449953000061,,,,,,1.282877812744983,False
500,0.7,8,Regularized Horseshoe,367.2703346000053,,,,,,2.498162069013763,False
500,0.7,9,AEH,361.3095291000209,,,,,,2.7933821723682795,False
500,0.7,9,Horseshoe,449.17740360001335,,,,,,1.353627144638494,False
500,0.7,9,Regularized Horseshoe,652.1215334000008,,,,,,3.1247641410693303,False
500,0.7,10,AEH,372.89658070000587,,,,,,2.9045182770538283,False
500,0.7,10,Horseshoe,360.2355067000026,,,,,,1.18889187136579,False
500,0.7,10,Regularized Horseshoe,368.69320350000635,,,,,,2.704001791157109,False
500,0.7,11,AEH,375.7264131999982,,,,,,2.744685158607154,False
500,0.7,11,Horseshoe,368.49736550002126,,,,,,1.424783446785619,False
500,0.7,11,Regularized Horseshoe,361.73283810002613,,,,,,3.061720943667816,False
500,0.7,12,AEH,358.7198932999745,,,,,,3.28956550313482,False
500,0.7,12,Horseshoe,369.4109758999839,,,,,,1.3533825532784092,False
500,0.7,12,Regularized Horseshoe,372.59407609998016,,,,,,2.9499269143888642,False
500,0.7,13,AEH,388.58365390001563,,,,,,2.9453675643429413,False
500,0.7,13,Horseshoe,374.87839640001766,,,,,,1.3569424021675476,False
500,0.7,13,Regularized Horseshoe,366.92661210001097,,,,,,3.3075912845326463,False
500,0.7,14,AEH,374.9891087000142,,,,,,2.8342899857820445,False
500,0.7,14,Horseshoe,367.2670721000177,,,,,,1.5066797407843657,False
500,0.7,14,Regularized Horseshoe,367.98069170000963,,,,,,3.0142414034666314,False
500,0.7,15,AEH,364.135303499992,,,,,,2.8041345243287488,False
500,0.7,15,Horseshoe,367.81066469999496,,,,,,1.2956735682845741,False
500,0.7,15,Regularized Horseshoe,371.8593071999785,,,,,,3.0865602160131758,False
500,0.7,16,AEH,336.7255162000074,,,,,,3.031979992826467,False
500,0.7,16,Horseshoe,312.4321229000052,,,,,,1.628537435744854,False
500,0.7,16,Regularized Horseshoe,295.89609200000996,,,,,,2.7483322630285576,False
500,0.7,17,AEH,482.7570298000064,,,,,,2.684395439398866,False
500,0.7,17,Horseshoe,318.81229239999084,,,,,,1.5365910730497316,False
500,0.7,17,Regularized Horseshoe,321.6178813999868,,,,,,2.7266948364230688,False
500,0.7,18,AEH,317.6774845000182,,,,,,3.2463365499259953,False
500,0.7,18,Horseshoe,302.5489553999796,,,,,,1.4558651332928585,False
500,0.7,18,Regularized Horseshoe,263.48789479999687,,,,,,2.7416558071516848,False
500,0.7,19,AEH,633.5882804000285,,,,,,2.80324195518851,False
500,0.7,19,Horseshoe,330.56357619998744,,,,,,1.2938096628808347,False
500,0.7,19,Regularized Horseshoe,325.6179794999771,,,,,,2.5347826277387187,False
500,0.7,20,AEH,319.9213728000177,,,,,,3.156238555658696,False
500,0.7,20,Horseshoe,318.742621100042,,,,,,1.3792185380577633,False
500,0.7,20,Regularized Horseshoe,313.01895359996706,,,,,,4.079900047230357,False
500,0.7,21,AEH,314.6167844000156,,,,,,3.3611947636052775,False
500,0.7,21,Horseshoe,317.09567319997586,,,,,,1.629037141758128,False
500,0.7,21,Regularized Horseshoe,335.0515418999712,,,,,,2.635760487266183,False
500,0.7,22,AEH,305.8621597000165,,,,,,2.796439453806372,False
500,0.7,22,Horseshoe,315.56458730000304,,,,,,1.2897267317428098,False
500,0.7,22,Regularized Horseshoe,307.56292729999404,,,,,,3.2246204661412046,False
500,0.7,23,AEH,306.57645970000885,,,,,,2.9372802452656908,False
500,0.7,23,Horseshoe,300.85462830000324,,,,,,1.4028878278504195,False
500,0.7,23,Regularized Horseshoe,300.8381906999857,,,,,,3.403832232828706,False
500,0.7,24,AEH,341.4185225000256,,,,,,2.849245078407399,False
500,0.7,24,Horseshoe,311.40991990000475,,,,,,1.3080171887241758,False
500,0.7,24,Regularized Horseshoe,343.24886739999056,,,,,,2.8434973348143613,False
500,0.7,25,AEH,312.28366610000376,,,,,,3.012797107895452,False
500,0.7,25,Horseshoe,312.9814804000198,,,,,,1.3873176084517191,False
500,0.7,25,Regularized Horseshoe,315.87478250003187,,,,,,2.3096149771002636,False
500,0.7,26,AEH,329.41531820001546,,,,,,3.1242487061364526,False
500,0.7,26,Horseshoe,347.2827617999865,,,,,,1.4198776809066562,False
500,0.7,26,Regularized Horseshoe,303.1821704999893,,,,,,2.943465359804727,False
500,0.7,27,AEH,305.82375770004,,,,,,3.40780790058004,False
500,0.7,27,Horseshoe,311.6693564999732,,,,,,1.3028558769857335,False
500,0.7,27,Regularized Horseshoe,307.8256578000146,,,,,,2.900659279105379,False
500,0.7,28,AEH,308.57800639997004,,,,,,2.985185214969109,False
500,0.7,28,Horseshoe,305.3519821999944,,,,,,1.3460197742242774,False
500,0.7,28,Regularized Horseshoe,300.98607520002406,,,,,,2.948011180782876,False
500,0.7,29,AEH,307.3089792000246,,,,,,2.9241094201121216,False
500,0.7,29,Horseshoe,278.12233759998344,,,,,,1.4964367821373723,False
500,0.7,29,Regularized Horseshoe,301.6074616999831,,,,,,2.747516353308102,False
500,0.9,0,AEH,311.47611810005037,,,,,,3.267194455013622,False
500,0.9,0,Horseshoe,304.540851400001,,,,,,1.5362152353276204,False
500,0.9,0,Regularized Horseshoe,302.1748456999776,,,,,,3.3920405819461634,False
500,0.9,1,AEH,309.4539339999901,,,,,,2.90234461079726,False
500,0.9,1,Horseshoe,304.1511740999995,,,,,,1.370762539227684,False
500,0.9,1,Regularized Horseshoe,307.22422009997535,,,,,,2.8687318457690765,False
500,0.9,2,AEH,312.2562639999669,,,,,,3.2029603516742537,False
500,0.9,2,Horseshoe,303.16240209998796,,,,,,1.2320461591997067,False
500,0.9,2,Regularized Horseshoe,304.693319300015,,,,,,2.7967767326125283,False
500,0.9,3,AEH,308.58196460001636,,,,,,2.971415218496991,False
500,0.9,3,Horseshoe,307.24483829998644,,,,,,1.3271632004085243,False
500,0.9,3,Regularized Horseshoe,302.98648630001117,,,,,,2.6323643729559896,False
500,0.9,4,AEH,304.6450076000183,,,,,,2.9904768021134513,False
500,0.9,4,Horseshoe,369.5775735999923,,,,,,1.348387236557741,False
500,0.9,4,Regularized Horseshoe,365.41331899998477,,,,,,3.4569643069525555,False
500,0.9,5,AEH,374.0889418000006,,,,,,2.96769397534852,False
500,0.9,5,Horseshoe,360.1454458000371,,,,,,1.4479606440910664,False
500,0.9,5,Regularized Horseshoe,391.3619278999977,,,,,,2.8297559636169667,False
500,0.9,6,AEH,421.57198889995925,,,,,,2.972629807404484,False
500,0.9,6,Horseshoe,362.45593669998925,,,,,,1.499207483237224,False
500,0.9,6,Regularized Horseshoe,358.12108200002695,,,,,,2.73499206220313,False
500,0.9,7,AEH,360.85211010003695,,,,,,2.8687852203221125,False
500,0.9,7,Horseshoe,393.37025459995493,,,,,,1.2355354709931123,False
500,0.9,7,Regularized Horseshoe,404.5996817999985,,,,,,3.0300625025977688,False
500,0.9,8,AEH,416.2649471000186,,,,,,3.117873885556279,False
500,0.9,8,Horseshoe,396.8394116999698,,,,,,1.2726298999902705,False
500,0.9,8,Regularized Horseshoe,408.3736166000017,,,,,,2.4664548474236727,False
500,0.9,9,AEH,399.69854180002585,,,,,,3.1787985703882975,False
500,0.9,9,Horseshoe,422.80195450002793,,,,,,1.3046298087245265,False
500,0.9,9,Regularized Horseshoe,400.02680190000683,,,,,,2.642777237920561,False
500,0.9,10,AEH,369.84210279997205,,,,,,2.716056689951937,False
500,0.9,10,Horseshoe,378.8709707999951,,,,,,1.242484753708173,False
500,0.9,10,Regularized Horseshoe,357.88421799999196,,,,,,2.4922359239693064,False
500,0.9,11,AEH,379.7624934000196,,,,,,2.976307742213621,False
500,0.9,11,Horseshoe,372.9209858000395,,,,,,1.399949658208013,False
500,0.9,11,Regularized Horseshoe,370.2563209999935,,,,,,3.1381237979596084,False
500,0.9,12,AEH,350.3468547000084,,,,,,3.0400954701579006,False
500,0.9,12,Horseshoe,290.0352619999903,,,,,,1.427840808795696,False
500,0.9,12,Regularized Horseshoe,309.74996440001996,,,,,,2.643536730526711,False
500,0.9,13,AEH,339.2443629000336,,,,,,3.0632600048577303,False
500,0.9,13,Horseshoe,313.7537919000024,,,,,,1.2989115483365257,False
500,0.9,13,Regularized Horseshoe,313.8211720000254,,,,,,2.827808002656681,False
500,0.9,14,AEH,315.5005005999701,,,,,,2.840264145769137,False
500,0.9,14,Horseshoe,319.5998628999805,,,,,,1.3571753619913238,False
500,0.9,14,Regularized Horseshoe,310.5893778000027,,,,,,2.885895399789713,False
500,0.9,15,AEH,317.7655816000188,,,,,,2.954235861421947,False
500,0.9,15,Horseshoe,317.69368319999194,,,,,,1.3086748207542238,False
500,0.9,15,Regularized Horseshoe,311.39186390000395,,,,,,2.422775469143222,False
500,0.9,16,AEH,321.06430790002923,,,,,,3.0572078205418682,False
500,0.9,16,Horseshoe,319.9316241000197,,,,,,1.4511823253618925,False
500,0.9,16,Regularized Horseshoe,312.50790699996287,,,,,,2.483877502630399,False
500,0.9,17,AEH,322.89314380002907,,,,,,3.524568103898873,False
500,0.9,17,Horseshoe,318.89890510000987,,,,,,1.3715154799783371,False
500,0.9,17,Regularized Horseshoe,314.320024799963,,,,,,2.5615644755261417,False
500,0.9,18,AEH,326.1248129999731,,,,,,2.785459843936417,False
500,0.9,18,Horseshoe,321.4885918000364,,,,,,1.3717833063246052,False
500,0.9,18,Regularized Horseshoe,311.95494270004565,,,,,,3.0900634426210147,False
500,0.9,19,AEH,323.34454389999155,,,,,,2.705675823402649,False
500,0.9,19,Horseshoe,318.3693010000279,,,,,,1.3772752064571534,False
500,0.9,19,Regularized Horseshoe,318.02809209999396,,,,,,2.6625270996364234,False
500,0.9,20,AEH,329.4163751999731,,,,,,3.0024497490792896,False
500,0.9,20,Horseshoe,336.04276729997946,,,,,,1.3055341977714416,False
500,0.9,20,Regularized Horseshoe,424.30729949998204,,,,,,3.7787586668815245,False
500,0.9,21,AEH,334.2801148999715,,,,,,2.7992297064607623,False
500,0.9,21,Horseshoe,305.62587620003615,,,,,,1.4378124713529037,False
500,0.9,21,Regularized Horseshoe,318.72093399998266,,,,,,2.7126371571599357,False
500,0.9,22,AEH,666.6262554000132,,,,,,2.85867246691325,False
500,0.9,22,Horseshoe,395.77319700003136,,,,,,1.4981350702323306,False
500,0.9,22,Regularized Horseshoe,387.25707370002056,,,,,,2.7209833498170317,False
500,0.9,23,AEH,404.8028427999816,,,,,,2.949104774693667,False
500,0.9,23,Horseshoe,393.41017679998185,,,,,,1.3169985008595273,False
500,0.9,23,Regularized Horseshoe,387.108568799973,,,,,,3.5382581967084836,False
500,0.9,24,AEH,387.56584599998314,,,,,,3.0822934745903927,False
500,0.9,24,Horseshoe,394.6992541999789,,,,,,1.3022076710456176,False
500,0.9,24,Regularized Horseshoe,404.3588075999869,,,,,,3.037692765485561,False
500,0.9,25,AEH,387.47895660001086,,,,,,2.996090429650824,False
500,0.9,25,Horseshoe,386.5813649999909,,,,,,1.2764515287649156,False
500,0.9,25,Regularized Horseshoe,384.39523929997813,,,,,,2.6981440562234233,False
500,0.9,26,AEH,396.74943640001584,,,,,,2.7278056865545355,False
500,0.9,26,Horseshoe,387.9560214999947,,,,,,1.3425750678445347,False
500,0.9,26,Regularized Horseshoe,392.45345140004065,,,,,,2.844811558168768,False
500,0.9,27,AEH,386.0434881999972,,,,,,3.254288532184832,False
500,0.9,27,Horseshoe,388.82342250004876,,,,,,1.364978165069489,False
500,0.9,27,Regularized Horseshoe,385.1511266999878,,,,,,2.99029032507186,False
500,0.9,28,AEH,441.8403278000187,,,,,,3.049285047008808,False
500,0.9,28,Horseshoe,390.68883780000033,,,,,,1.4050723031705765,False
500,0.9,28,Regularized Horseshoe,383.85694799997145,,,,,,3.511122889233641,False
500,0.9,29,AEH,390.3829457000247,,,,,,2.9783088564373643,False
500,0.9,29,Horseshoe,386.65428869996686,,,,,,1.4497164448291615,False
500,0.9,29,Regularized Horseshoe,399.96614400000544,,,,,,2.8208536482639888,False
