method,s_0,replication,MSE_signal,FPR,bulk_ESS,converged_alpha
Regularized Horseshoe,5,19,0.0024393691000687092,0.06666666666666667,6570.036857847942,
Bayesian Elastic Net,5,19,0.007846648059872938,0.06666666666666667,4353.091640733371,
ARD,5,19,0.002757142244136644,0.06666666666666667,297.1882868727922,
AEH,5,20,0.014275978508528405,0.13333333333333333,1105.7520726428506,0.15777706806184416
Horseshoe,5,20,0.0037421895756427175,0.13333333333333333,2993.233741076555,
Regularized Horseshoe,5,20,0.0035572159561210056,0.13333333333333333,8000.0,
Bayesian Elastic Net,5,20,0.010388889624631591,0.13333333333333333,2970.622681301416,
ARD,5,20,0.004448405988736007,0.13333333333333333,402.4927479010232,
AEH,5,21,0.008438673198915433,0.0,4896.032004525424,0.1586071545706651
Horseshoe,5,21,0.0005010147580420158,0.0,3488.1831722518205,
Regularized Horseshoe,5,21,0.0005457132383843938,0.0,6497.256661996417,
Bayesian Elastic Net,5,21,0.003901377873538546,0.0,4383.80214644188,
ARD,5,21,0.0004573080196575147,0.0,308.66681279076624,
AEH,5,22,0.024185620177236005,0.13333333333333333,1617.3769770707781,0.15838875742176312
Horseshoe,5,22,0.009635964883166233,0.13333333333333333,5192.234174974828,
Regularized Horseshoe,5,22,0.010035505277683945,0.13333333333333333,6628.557685691999,
Bayesian Elastic Net,5,22,0.018302032599564613,0.13333333333333333,5220.139049817782,
ARD,5,22,0.010692452696691983,0.13333333333333333,320.2011591958291,
AEH,5,23,0.007921499088424933,0.13333333333333333,1858.887726542872,0.15813482406230472
Horseshoe,5,23,0.005196316944098411,0.0,3083.701460396835,
Regularized Horseshoe,5,23,0.0053819335149251895,0.06666666666666667,7302.884363566021,
Bayesian Elastic Net,5,23,0.00473851455515391,0.13333333333333333,3027.08994398667,
ARD,5,23,0.004378239367982524,0.13333333333333333,358.8840322984485,
AEH,5,24,0.009744783862923649,0.0,1094.7282836756558,0.15819583090255956
Horseshoe,5,24,0.005628864053428631,0.06666666666666667,1367.0177352070073,
Regularized Horseshoe,5,24,0.005585824369335623,0.06666666666666667,6619.796757299744,
Bayesian Elastic Net,5,24,0.0054014598775047286,0.0,3062.875259208342,
ARD,5,24,0.004761414722659932,0.06666666666666667,454.454614225666,
AEH,5,25,0.010370302710388093,0.2,1148.1935688396504,0.15602919340421728
Horseshoe,5,25,0.0023103619662282514,0.13333333333333333,5365.433201970768,
Regularized Horseshoe,5,25,0.0022912987697036027,0.13333333333333333,7502.602878989574,
Bayesian Elastic Net,5,25,0.006984859325524324,0.13333333333333333,5570.490059444024,
ARD,5,25,0.002532361260598659,0.13333333333333333,336.34694625244776,
AEH,5,26,0.012043678404979542,0.0,1398.3874289777746,0.15922557303930956
Horseshoe,5,26,0.004961803253886752,0.0,1511.2003389596173,
Regularized Horseshoe,5,26,0.004990489949176285,0.0,7256.93145082916,
Bayesian Elastic Net,5,26,0.008545358078480284,0.0,4814.685673350503,
ARD,5,26,0.005064261293073311,0.06666666666666667,251.42068888719027,
AEH,5,27,0.012061899176514386,0.13333333333333333,5026.02278648353,0.15857089171447142
Horseshoe,5,27,0.004099946822113377,0.06666666666666667,5645.317510033154,
Regularized Horseshoe,5,27,0.0040323494227265605,0.06666666666666667,5766.145697703989,
Bayesian Elastic Net,5,27,0.008063921480459792,0.13333333333333333,5504.998600652695,
ARD,5,27,0.0042265632774397795,0.06666666666666667,343.4620243251996,
AEH,5,28,0.010800007007220308,0.2,5176.935941610996,0.15798846491555318
Horseshoe,5,28,0.0009445352124334807,0.26666666666666666,3507.6739634160012,
Regularized Horseshoe,5,28,0.0009324050240605241,0.26666666666666666,8000.0,
Bayesian Elastic Net,5,28,0.006298995219943139,0.2,3726.173965576769,
ARD,5,28,0.0013442863813189602,0.26666666666666666,504.75129637683733,
AEH,5,29,0.011410318459354366,0.06666666666666667,1974.13814872561,0.15909374521774977
Horseshoe,5,29,0.0014421806360376,0.06666666666666667,2932.2242162644384,
Regularized Horseshoe,5,29,0.0013929731572724813,0.06666666666666667,4826.411437630675,
Bayesian Elastic Net,5,29,0.006524435920968556,0.06666666666666667,3539.0599483114647,
ARD,5,29,0.0015830566089519258,0.06666666666666667,212.45288387167594,
AEH,5,30,0.01204291682983023,0.13333333333333333,4892.998183907949,0.15770046341496496
Horseshoe,5,30,0.0035963704059539378,0.2,4342.1422848306,
Regularized Horseshoe,5,30,0.003352164421384491,0.13333333333333333,7931.286810988082,
Bayesian Elastic Net,5,30,0.007137315079229367,0.13333333333333333,5658.033231268883,
ARD,5,30,0.0034844303272122826,0.13333333333333333,551.6156281462524,
AEH,5,31,0.01377464346062995,0.13333333333333333,859.1317073586415,0.1579146618222559
Horseshoe,5,31,0.0056421236655219715,0.06666666666666667,3597.3550063092307,
Regularized Horseshoe,5,31,0.005453155667323381,0.06666666666666667,6129.359564661516,
Bayesian Elastic Net,5,31,0.009011274426469063,0.06666666666666667,3473.239718467116,
ARD,5,31,0.0052617737713605535,0.13333333333333333,380.938020652199,
AEH,5,32,0.006742610993469951,0.2,1412.8838560477716,0.15663211974207075
Horseshoe,5,32,0.0028993992474162533,0.06666666666666667,599.4312230504969,
Regularized Horseshoe,5,32,0.0028795864787121914,0.06666666666666667,6662.979454941536,
Bayesian Elastic Net,5,32,0.003750570956567837,0.2,631.7444767418563,
ARD,5,32,0.0025944624915209694,0.13333333333333333,312.4479021321602,
AEH,5,33,0.012146824028204254,0.0,5029.900482498757,0.1587978118217222
Horseshoe,5,33,0.0015186415429526063,0.0,2504.288495201944,
Regularized Horseshoe,5,33,0.0014642877333722012,0.0,6013.7146871734585,
Bayesian Elastic Net,5,33,0.006729513225694715,0.0,5358.19410316408,
ARD,5,33,0.0019393454640623416,0.0,199.5602746961137,
AEH,5,34,0.010580794286008659,0.06666666666666667,4931.790782159491,0.1583969317905733
Horseshoe,5,34,0.003679441099453555,0.06666666666666667,1953.2795566423915,
Regularized Horseshoe,5,34,0.0030746619667391486,0.06666666666666667,7500.185516005882,
Bayesian Elastic Net,5,34,0.00681076196426411,0.06666666666666667,4861.452179102935,
ARD,5,34,0.0034096704078567276,0.06666666666666667,300.9241728018437,
AEH,5,35,0.008021718772365447,0.06666666666666667,4515.515017558677,0.15703571328602772
Horseshoe,5,35,0.0028743557778980466,0.2,2859.4607322304937,
Regularized Horseshoe,5,35,0.0029999909880043035,0.2,6428.27570736856,
Bayesian Elastic Net,5,35,0.0041637943408002216,0.06666666666666667,2825.343086082876,
ARD,5,35,0.002784511441840036,0.2,306.5033229788428,
AEH,5,36,0.011124249482809916,0.13333333333333333,1011.205296451482,0.15684410953212397
Horseshoe,5,36,0.003110567491394426,0.13333333333333333,3960.9264083808584,
Regularized Horseshoe,5,36,0.0030183895241410433,0.13333333333333333,4278.242513728955,
Bayesian Elastic Net,5,36,0.007158923678293465,0.13333333333333333,3315.5106581023733,
ARD,5,36,0.0031634463287492235,0.13333333333333333,286.37961068302286,
AEH,5,37,0.00974776287138322,0.0,3080.7554097616885,0.15852863858465505
Horseshoe,5,37,0.0032246624528914337,0.0,679.2782342849351,
Regularized Horseshoe,5,37,0.003742199323482178,0.0,6578.751909438395,
Bayesian Elastic Net,5,37,0.005166695070009102,0.0,2630.8059472946043,
ARD,5,37,0.0026337427480757395,0.0,272.43542318640027,
AEH,5,38,0.008534385832664693,0.13333333333333333,4424.675939480267,0.15648944054106373
Horseshoe,5,38,0.003589510255694899,0.06666666666666667,1063.9686119940443,
Regularized Horseshoe,5,38,0.0035791624403892427,0.06666666666666667,6114.613910536975,
Bayesian Elastic Net,5,38,0.005639953324855786,0.13333333333333333,1232.09533093829,
ARD,5,38,0.003314322328767288,0.06666666666666667,325.6925742307964,
AEH,5,39,0.012855650183376918,0.0,1118.152486828511,0.158753706729735
Horseshoe,5,39,0.0019205860261685987,0.0,2382.474209510897,
Regularized Horseshoe,5,39,0.001435357579069159,0.0,4352.062159471643,
Bayesian Elastic Net,5,39,0.008300726535852832,0.0,2542.3428995309173,
ARD,5,39,0.0019813174888562287,0.0,306.01637014524255,
AEH,5,40,0.0180214546429548,0.0,956.2635261376338,0.15957413224420947
Horseshoe,5,40,0.003560154217140052,0.0,3064.6736368552756,
Regularized Horseshoe,5,40,0.0033836358446587287,0.0,8000.0,
Bayesian Elastic Net,5,40,0.011415133445067904,0.0,2715.0358805667315,
ARD,5,40,0.004176626619367319,0.0,369.8992906118315,
AEH,5,41,0.008190408377384316,0.13333333333333333,2257.327210201188,0.15787652643510885
Horseshoe,5,41,0.003421954984217016,0.2,3765.048731282123,
Regularized Horseshoe,5,41,0.0034327612337892,0.13333333333333333,7183.655346371474,
Bayesian Elastic Net,5,41,0.005164166649410372,0.2,4154.192331514574,
ARD,5,41,0.0036240619088126536,0.2,463.74612647256333,
AEH,5,42,0.00945183999174982,0.06666666666666667,4951.514833604924,0.15795068248590632
Horseshoe,5,42,0.0038150106552325867,0.06666666666666667,3156.396907359969,
Regularized Horseshoe,5,42,0.0039154493307373955,0.06666666666666667,5802.360403898158,
Bayesian Elastic Net,5,42,0.005116700561725645,0.06666666666666667,2130.849596223544,
ARD,5,42,0.0032974200329636723,0.06666666666666667,309.9216477837531,
AEH,5,43,0.009116562395115223,0.13333333333333333,2223.8695366646393,0.15790908368865392
Horseshoe,5,43,0.0029758729232311743,0.06666666666666667,5341.447845795634,
Regularized Horseshoe,5,43,0.0028921054312901467,0.06666666666666667,6089.005298689555,
Bayesian Elastic Net,5,43,0.005099497921381592,0.06666666666666667,5780.686883811736,
ARD,5,43,0.0026905804073020017,0.06666666666666667,275.7162570319662,
AEH,5,44,0.0058862579595133045,0.13333333333333333,5071.384635235245,0.15765182050858462
Horseshoe,5,44,0.0015629622068413188,0.13333333333333333,5706.564331035157,
Regularized Horseshoe,5,44,0.0015294943170781163,0.13333333333333333,4093.602167303531,
Bayesian Elastic Net,5,44,0.003655675072396603,0.13333333333333333,3161.712508157506,
ARD,5,44,0.0015493833100636719,0.06666666666666667,314.4236403306254,
AEH,5,45,0.006644798926789317,0.26666666666666666,6162.171168184745,0.15689709886708664
Horseshoe,5,45,0.0018607503223412598,0.26666666666666666,3906.641571202193,
Regularized Horseshoe,5,45,0.00203174745975921,0.26666666666666666,3417.492765565844,
Bayesian Elastic Net,5,45,0.0033503913447608335,0.26666666666666666,2202.949875330802,
ARD,5,45,0.0016325359539014778,0.26666666666666666,375.2207337419917,
AEH,5,46,0.009232427376992161,0.06666666666666667,1544.5125930705622,0.1559531843672578
Horseshoe,5,46,0.009230315603372317,0.06666666666666667,3604.9373620465835,
Regularized Horseshoe,5,46,0.008731081360109387,0.13333333333333333,7601.018845061111,
Bayesian Elastic Net,5,46,0.007239783535151975,0.13333333333333333,5322.38592024515,
ARD,5,46,0.008163648451629164,0.13333333333333333,315.47751383385514,
AEH,5,47,0.009915864591567713,0.13333333333333333,4073.784076454045,0.15956017707387765
Horseshoe,5,47,0.0012696897891862299,0.13333333333333333,3021.9488118418185,
Regularized Horseshoe,5,47,0.001294823089243921,0.13333333333333333,5288.993131863176,
Bayesian Elastic Net,5,47,0.00528795772169409,0.13333333333333333,3116.1442335659217,
ARD,5,47,0.0014485525312872994,0.13333333333333333,320.68917033939823,
AEH,5,48,0.010670623743794955,0.2,4143.723897738365,0.15788121844346986
Horseshoe,5,48,0.001099351773274156,0.06666666666666667,1162.5604639315955,
Regularized Horseshoe,5,48,0.0012195761935248524,0.06666666666666667,7109.514551874609,
Bayesian Elastic Net,5,48,0.006366135376134353,0.06666666666666667,2959.7783831680345,
ARD,5,48,0.0014658803206437933,0.06666666666666667,357.6429594466936,
AEH,5,49,0.011660169902423259,0.13333333333333333,2064.084442369459,0.15805209583245566
Horseshoe,5,49,0.0018618499195708234,0.2,5165.417322905875,
Regularized Horseshoe,5,49,0.0018966266070950942,0.2,7609.089667665663,
Bayesian Elastic Net,5,49,0.00804080085039376,0.13333333333333333,5264.880955797633,
ARD,5,49,0.002670618347432558,0.2,439.5180493462437,
AEH,10,0,0.009962507839372192,0.1,5475.693140731377,0.13090830781239968
Horseshoe,10,0,0.0057783041290075205,0.1,1868.6202464225892,
Regularized Horseshoe,10,0,0.006183142569400286,0.1,1765.553205890231,
Bayesian Elastic Net,10,0,0.006915402195033518,0.1,2195.8713265202236,
ARD,10,0,0.005548773350683801,0.1,304.8788001598613,
AEH,10,1,0.009561937488553204,0.1,1704.792152060268,0.13062481362692163
Horseshoe,10,1,0.002223655155446347,0.2,2671.7529800569223,
Regularized Horseshoe,10,1,0.0021716224099305277,0.1,3470.381553206732,
Bayesian Elastic Net,10,1,0.005980529285036891,0.1,5223.207465916256,
ARD,10,1,0.0023743327426066275,0.1,575.6003688124248,
AEH,10,2,0.012869399696633995,0.2,3729.224764929311,0.13080978187522319
Horseshoe,10,2,0.0036541723604763487,0.1,756.5079621830366,
Regularized Horseshoe,10,2,0.003583458322595376,0.1,1921.593116114628,
Bayesian Elastic Net,10,2,0.009078064230650903,0.2,1003.7601357803193,
ARD,10,2,0.0040110740115684145,0.2,329.9274804107862,
AEH,10,3,0.011502077649001363,0.1,5215.295365507799,0.13077896971365585
Horseshoe,10,3,0.002821082224243048,0.0,447.7278512592664,
Regularized Horseshoe,10,3,0.0026974519268198405,0.0,635.4146796043677,
Bayesian Elastic Net,10,3,0.007173150231700907,0.0,500.9483334541793,
ARD,10,3,0.0032698874699046317,0.0,458.209854564187,
AEH,10,4,0.009663286908782294,0.0,5037.648598796721,0.13077351837216847
Horseshoe,10,4,0.0022125689820889642,0.0,1220.2378065846146,
Regularized Horseshoe,10,4,0.0021799357137840423,0.0,988.6197573149293,
Bayesian Elastic Net,10,4,0.006060642531423736,0.0,1064.6791434898973,
ARD,10,4,0.0025478881801374227,0.0,396.1922094481878,
AEH,10,5,0.014201537518325685,0.1,1791.9248037313762,0.1311306921658937
Horseshoe,10,5,0.0012852660027044085,0.1,4879.589095887485,
Regularized Horseshoe,10,5,0.0013955957553052698,0.1,2326.716500168888,
Bayesian Elastic Net,10,5,0.008226537179961566,0.1,5010.723211131304,
ARD,10,5,0.0018661381368315078,0.1,493.6920921283366,
AEH,10,6,0.01020698750609585,0.1,5360.958650220872,0.13061498742065492
Horseshoe,10,6,0.004781757984401223,0.2,2061.253676905831,
Regularized Horseshoe,10,6,0.004128779766030423,0.2,994.4888648917404,
Bayesian Elastic Net,10,6,0.007250736810235433,0.2,1965.3675910143181,
ARD,10,6,0.004750748917868553,0.2,380.26852121862464,
AEH,10,7,0.013310986373255645,0.2,1449.1383615412235,0.13078628911150755
Horseshoe,10,7,0.002403594087904587,0.2,3999.086374282433,
Regularized Horseshoe,10,7,0.0024794932174466663,0.2,1026.179809264455,
Bayesian Elastic Net,10,7,0.007142402959504505,0.2,3768.1957336590613,
ARD,10,7,0.0025464011496720944,0.2,468.8176815445049,
AEH,10,8,0.007045393249332376,0.2,1789.8676837864532,0.13033291291889829
Horseshoe,10,8,0.002751361953831972,0.3,5572.835514259679,
Regularized Horseshoe,10,8,0.0026072143997044,0.3,892.1308591715864,
Bayesian Elastic Net,10,8,0.00414882178656472,0.3,5621.814893702161,
ARD,10,8,0.002543467321099763,0.3,582.7734224189387,
AEH,10,9,0.010682502100726134,0.3,4342.929428849576,0.1301432229420959
Horseshoe,10,9,0.003820650805228182,0.4,3069.927253138633,
Regularized Horseshoe,10,9,0.003850975907768698,0.1,698.0624947649424,
Bayesian Elastic Net,10,9,0.007331145096703672,0.3,3778.0144632769116,
ARD,10,9,0.003993558560561224,0.4,427.5033244177031,
AEH,10,10,0.010071186994048232,0.0,1881.6014717649753,0.13158895225759423
Horseshoe,10,10,0.004023314169393187,0.0,5884.914965327823,
Regularized Horseshoe,10,10,0.0038689947883670155,0.0,1380.4220343594152,
Bayesian Elastic Net,10,10,0.006377197152475459,0.0,6186.865180170513,
ARD,10,10,0.0038224398681076903,0.0,380.7092039769864,
AEH,10,11,0.008886512334072448,0.0,4021.7631599274546,0.13047024551065442
Horseshoe,10,11,0.002686534546212441,0.1,371.3611162295694,
Regularized Horseshoe,10,11,0.0027967105956346796,0.0,1945.8693271322288,
Bayesian Elastic Net,10,11,0.005160355034123216,0.0,392.22945623443593,
ARD,10,11,0.002327475333463381,0.1,313.188029961763,
AEH,10,12,0.01243986464529352,0.2,4650.82516785456,0.13080323609831768
Horseshoe,10,12,0.005795253322772835,0.1,502.67809747336776,
Regularized Horseshoe,10,12,0.005930473121315118,0.1,1231.1474661469233,
Bayesian Elastic Net,10,12,0.008627487365386929,0.2,522.9721156200789,
ARD,10,12,0.00657975401740232,0.2,398.49219355424634,
AEH,10,13,0.017160170286277206,0.1,5463.101586052935,0.13132226048637669
Horseshoe,10,13,0.003049697472689469,0.1,436.6601083972306,
Regularized Horseshoe,10,13,0.002705708893140453,0.2,880.5660563668546,
Bayesian Elastic Net,10,13,0.010416909826257748,0.1,2288.8576625517044,
ARD,10,13,0.003708642848382436,0.1,400.1639699353286,
AEH,10,14,0.003990038967486456,0.1,5019.076188625383,0.13036068470109458
Horseshoe,10,14,0.006250354803217936,0.0,620.3493331983992,
Regularized Horseshoe,10,14,0.005642972528921239,0.0,1524.5701562224654,
Bayesian Elastic Net,10,14,0.002817710041262137,0.1,969.71046338778,
ARD,10,14,0.004590684648867688,0.0,405.968924175298,
AEH,10,15,0.009857046634930635,0.0,1887.7829731293998,0.13067154023571637
Horseshoe,10,15,0.005750941684450622,0.0,3097.631521763661,
Regularized Horseshoe,10,15,0.005586224983959028,0.0,2098.5659177825714,
Bayesian Elastic Net,10,15,0.0071451605675920725,0.0,2911.5970178655098,
ARD,10,15,0.005561582377206083,0.0,339.12887393149464,
AEH,10,16,0.02283955635191201,0.1,1360.811822411964,0.13123752025846572
Horseshoe,10,16,0.006527392377086973,0.1,4787.865799397275,
Regularized Horseshoe,10,16,0.006359572282441525,0.1,1059.7768310245062,
Bayesian Elastic Net,10,16,0.016253044296247243,0.1,4954.193998966186,
ARD,10,16,0.0077597241806933535,0.1,575.0030488542118,
AEH,10,17,0.017528673900272764,0.3,1970.467516389998,0.13072883151850354
Horseshoe,10,17,0.008403406557912265,0.2,5990.054794809532,
Regularized Horseshoe,10,17,0.008083740848130908,0.2,1186.3945247268623,
Bayesian Elastic Net,10,17,0.013220813455589172,0.2,6134.173801888178,
ARD,10,17,0.008914230059061138,0.2,591.6845512373752,
AEH,10,18,0.009312218823899732,0.2,4648.354722621817,0.13060194259799285
Horseshoe,10,18,0.002160747320837029,0.1,1757.88889021922,
Regularized Horseshoe,10,18,0.002184851509297134,0.1,1095.724465344995,
Bayesian Elastic Net,10,18,0.0053680987575762855,0.1,2567.9085326880404,
ARD,10,18,0.0023235529889261025,0.1,374.3631671731761,
AEH,10,19,0.010996908237594616,0.1,2810.524495827036,0.13111586946880036
Horseshoe,10,19,0.002214599323893765,0.1,4138.490020036288,
Regularized Horseshoe,10,19,0.0020726352629686557,0.1,1377.7480635472032,
Bayesian Elastic Net,10,19,0.006859228637918624,0.1,4634.396662796735,
ARD,10,19,0.002458075830683091,0.1,336.428175791838,
AEH,10,20,0.011455185076090935,0.1,4059.7654616191044,0.1306233542230622
Horseshoe,10,20,0.0035391607071314814,0.1,2975.528058138515,
Regularized Horseshoe,10,20,0.003364268433599848,0.0,3888.275388341168,
Bayesian Elastic Net,10,20,0.008124626467247898,0.1,3097.9529292372818,
ARD,10,20,0.0038987607289883686,0.1,503.22773903732684,
AEH,10,21,0.008203779287412692,0.0,5806.54457084883,0.13104812885086464
Horseshoe,10,21,0.0009497421398286018,0.0,3542.653397819454,
Regularized Horseshoe,10,21,0.001159840262718014,0.0,433.7368792007275,
Bayesian Elastic Net,10,21,0.004078924963808131,0.0,4627.155315278559,
ARD,10,21,0.0008830526967664338,0.0,319.5689501042049,
AEH,10,22,0.01489416085718139,0.2,1516.5097692581355,0.13076224302600492
Horseshoe,10,22,0.0063836324159613125,0.2,5118.865289889542,
Regularized Horseshoe,10,22,0.00627043279523333,0.2,1203.953905791093,
Bayesian Elastic Net,10,22,0.010574903339959934,0.2,5202.72124335943,
ARD,10,22,0.006591984471912013,0.2,390.4036881400429,
AEH,10,23,0.012948780826739994,0.2,1774.7370362294037,0.1315399081518872
Horseshoe,10,23,0.005835356938949926,0.1,3001.5291099616943,
Regularized Horseshoe,10,23,0.006146986394081325,0.1,1806.2703855641564,
Bayesian Elastic Net,10,23,0.00856122870211614,0.1,3239.735325294214,
ARD,10,23,0.005455980118134585,0.1,439.9844014326068,
AEH,10,24,0.012372204262379078,0.1,682.134434285672,0.1310637716257491
Horseshoe,10,24,0.004795787014598684,0.0,1438.7460318187086,
Regularized Horseshoe,10,24,0.004807693521225299,0.0,1003.312195645779,
Bayesian Elastic Net,10,24,0.007282302504513102,0.0,1354.952030504636,
ARD,10,24,0.0047937070285561465,0.0,464.6882931842897,
AEH,10,25,0.013763388705007127,0.3,1345.980386584858,0.13017844517913357
Horseshoe,10,25,0.0025857169803808417,0.2,5473.812321744987,
Regularized Horseshoe,10,25,0.0025207725237659734,0.2,4995.8176275490205,
Bayesian Elastic Net,10,25,0.00911325553143897,0.3,5232.586512149843,
ARD,10,25,0.0031932824477402567,0.2,472.6262110314357,
AEH,10,26,0.011242050490680522,0.0,1916.3384225216228,0.13136987177628517
Horseshoe,10,26,0.00433797471717375,0.0,1705.8277119350805,
Regularized Horseshoe,10,26,0.004334393916264509,0.0,1755.123885389782,
Bayesian Elastic Net,10,26,0.00791637401981309,0.0,4922.91205783569,
ARD,10,26,0.004559051438008167,0.0,326.85452793389237,
AEH,10,27,0.015230885132937943,0.0,5519.682637285188,0.13144979270792162
Horseshoe,10,27,0.005465707395242681,0.0,5685.192704516277,
Regularized Horseshoe,10,27,0.005806254601773266,0.0,604.3897189579992,
Bayesian Elastic Net,10,27,0.010894749211313996,0.0,1671.587287675235,
ARD,10,27,0.006034148141562674,0.0,298.22669904206185,
AEH,10,28,0.014624922521666566,0.2,3925.557087359389,0.13128477749065817
Horseshoe,10,28,0.004537222355065407,0.2,3451.896204106443,
Regularized Horseshoe,10,28,0.004408133775157025,0.2,982.2210989524759,
Bayesian Elastic Net,10,28,0.010181882681827523,0.2,470.98617906911323,
ARD,10,28,0.004855950911354659,0.2,337.0954194262381,
AEH,10,29,0.007285126144227874,0.1,3100.971581516094,0.13095546997171909
Horseshoe,10,29,0.0010816350062650463,0.1,2933.5978191872064,
Regularized Horseshoe,10,29,0.0010302367245316967,0.1,975.6031860920427,
Bayesian Elastic Net,10,29,0.003950857187856942,0.1,2152.5059908917456,
ARD,10,29,0.0009682018286669873,0.1,322.51733164137937,
AEH,10,30,0.010276455580651895,0.3,1824.2743345863194,0.13096852620148905
Horseshoe,10,30,0.0044904658693678805,0.2,4116.109626821921,
Regularized Horseshoe,10,30,0.004528042136767278,0.1,794.3335545930967,
Bayesian Elastic Net,10,30,0.006150816281601961,0.2,5675.86492315043,
ARD,10,30,0.003994577241680547,0.2,551.7740012288124,
AEH,10,31,0.00923486670379264,0.2,936.9810917640565,0.1305028781093726
Horseshoe,10,31,0.004081106560350646,0.1,3546.9898632085983,
Regularized Horseshoe,10,31,0.0039956890445710875,0.0,2347.487397111592,
Bayesian Elastic Net,10,31,0.005744893740996357,0.2,3141.5757293900124,
ARD,10,31,0.0036172566559613496,0.2,380.8803918226558,
AEH,10,32,0.01842052966221957,0.1,3080.737224566255,0.13093562337059794
Horseshoe,10,32,0.007353763067767095,0.0,608.1077636800303,
Regularized Horseshoe,10,32,0.007417147943115643,0.0,690.4435889068033,
Bayesian Elastic Net,10,32,0.013513088577382709,0.1,3311.157761951808,
ARD,10,32,0.00812834353933434,0.1,382.71101823733267,
AEH,10,33,0.01274562151220687,0.0,5008.157978789886,0.13113756477411678
Horseshoe,10,33,0.00171832168911007,0.0,2600.737473695124,
Regularized Horseshoe,10,33,0.0017262662775868877,0.0,1712.7689453509283,
Bayesian Elastic Net,10,33,0.007138784495519228,0.0,2669.718358412075,
ARD,10,33,0.002240670126911872,0.0,292.35647920129395,
AEH,10,34,0.010174667737050483,0.1,1618.1779686592547,0.13093980263510324
Horseshoe,10,34,0.004127718250107352,0.0,1863.3861748891882,
Regularized Horseshoe,10,34,0.003942100266011895,0.0,1020.2101048469083,
Bayesian Elastic Net,10,34,0.006426598331385587,0.1,5232.004801514577,
ARD,10,34,0.003728766097274845,0.0,368.5029218115634,
AEH,10,35,0.006715027678479773,0.1,4160.348831561989,0.1304039098384343
Horseshoe,10,35,0.006006627851340381,0.1,2856.039560630178,
Regularized Horseshoe,10,35,0.005559143664072401,0.1,1192.849199313367,
Bayesian Elastic Net,10,35,0.0043298047119335525,0.1,3090.6141068571405,
ARD,10,35,0.005087436962518908,0.1,307.4095459021557,
AEH,10,36,0.00759461650854356,0.1,804.6836141747197,0.13014135846529906
Horseshoe,10,36,0.004202960301145971,0.1,4141.4026805375015,
Regularized Horseshoe,10,36,0.004111313831806349,0.1,1279.7118101039057,
Bayesian Elastic Net,10,36,0.0053032067224235,0.1,2921.1031225200995,
ARD,10,36,0.0037988522296643046,0.1,424.197707905701,
AEH,10,37,0.011509633083339962,0.0,1049.5878092707676,0.1312612807305053
Horseshoe,10,37,0.003123642208193466,0.0,574.1052002074065,
Regularized Horseshoe,10,37,0.0031454378372728444,0.0,1458.5494987061509,
Bayesian Elastic Net,10,37,0.006412591832093735,0.0,2929.3360585873643,
ARD,10,37,0.0026008762608988115,0.0,310.6208161740268,
AEH,10,38,0.008002547296052254,0.2,4073.109072949851,0.12999004961557004
Horseshoe,10,38,0.00275692343952801,0.1,1179.7520228780677,
Regularized Horseshoe,10,38,0.002958963869057709,0.1,1665.786099378715,
Bayesian Elastic Net,10,38,0.004898849805475607,0.2,1120.6037501707283,
ARD,10,38,0.0026524142419511506,0.1,319.997862336329,
AEH,10,39,0.009392377133635988,0.0,876.8892743154977,0.130879101888843
Horseshoe,10,39,0.001686064441778916,0.0,3139.414136972986,
Regularized Horseshoe,10,39,0.0016373850551761326,0.0,1229.1277687009338,
Bayesian Elastic Net,10,39,0.005715377884790248,0.0,2444.674468033944,
ARD,10,39,0.0016753845443591743,0.0,388.6535242601652,
AEH,10,40,0.012039039380031936,0.0,966.8051172346719,0.13152889124242206
Horseshoe,10,40,0.0030651196153682683,0.0,2002.8445426330265,
Regularized Horseshoe,10,40,0.0030386066097464947,0.0,1814.3980088030555,
Bayesian Elastic Net,10,40,0.00760630521338958,0.0,2147.7689053144236,
ARD,10,40,0.0033743529145405854,0.0,382.98598881750706,
AEH,10,41,0.009476694141201735,0.2,1751.3110129345328,0.13107699925375313
Horseshoe,10,41,0.003471002346930386,0.3,3978.8988388550583,
Regularized Horseshoe,10,41,0.003296159078750696,0.2,3607.006042761767,
Bayesian Elastic Net,10,41,0.006272819160898222,0.2,4052.6188674360383,
ARD,10,41,0.003697019600656873,0.3,484.0391681546228,
AEH,10,42,0.01040628344896665,0.0,1724.522034521829,0.13089501397418693
Horseshoe,10,42,0.004642947192504045,0.0,3279.053371835625,
Regularized Horseshoe,10,42,0.004644654721633666,0.0,1548.9099123938745,
Bayesian Elastic Net,10,42,0.006555929977243832,0.0,2811.4863772054896,
ARD,10,42,0.004352765351920909,0.0,466.2934550174159,
AEH,10,43,0.01059783013964827,0.1,2066.768734494158,0.13072199042114396
Horseshoe,10,43,0.0019164343009981388,0.1,5443.356982871965,
Regularized Horseshoe,10,43,0.0018103891520262053,0.1,943.0705236268689,
Bayesian Elastic Net,10,43,0.005561407220626497,0.0,5403.5096713656385,
ARD,10,43,0.0018913424652366821,0.1,400.39132347746647,
AEH,10,44,0.006104673854685326,0.1,5181.726521516261,0.1304813517480668
Horseshoe,10,44,0.0019468286570590236,0.1,5702.013643599076,
Regularized Horseshoe,10,44,0.0018803970739377286,0.1,441.96495673607376,
