method,rho,replication,MSE_signal,FPR,converged_alpha,bulk_ESS
Horseshoe,0.7,10,0.004947843184552739,0.13333333333333333,,1414.6617829931708
Bayesian Elastic Net,0.7,10,0.004821907671497224,0.13333333333333333,,1376.9103432772222
Bayesian Elastic Net (alpha=0.1),0.7,10,0.0047614129108211655,0.13333333333333333,,1373.5222530352908
Bayesian Elastic Net (alpha=0.9),0.7,10,0.004850510168063039,0.13333333333333333,,1376.3490617411464
AEH,0.7,11,0.0018427372371299753,0.13333333333333333,0.39138339448729165,2658.8600930755224
Horseshoe,0.7,11,0.0019273842446355445,0.13333333333333333,,5377.380001224087
Bayesian Elastic Net,0.7,11,0.0018665419230484079,0.13333333333333333,,5292.980660062382
Bayesian Elastic Net (alpha=0.1),0.7,11,0.00185654949072517,0.13333333333333333,,5293.086212972958
Bayesian Elastic Net (alpha=0.9),0.7,11,0.0018766008883320754,0.13333333333333333,,5294.767161911693
AEH,0.7,12,0.015066843918554406,0.26666666666666666,0.3896128426554333,2827.457708430683
Horseshoe,0.7,12,0.016428572692378938,0.2,,4975.33233394666
Bayesian Elastic Net,0.7,12,0.015322509829291986,0.2,,5004.648322008278
Bayesian Elastic Net (alpha=0.1),0.7,12,0.015128945416812456,0.2,,5004.944431805092
Bayesian Elastic Net (alpha=0.9),0.7,12,0.015520872944619398,0.2,,5004.262645539261
AEH,0.7,13,0.0035661299222217446,0.3333333333333333,0.39656473257702696,492.78534866822247
Horseshoe,0.7,13,0.004223422639136675,0.26666666666666666,,1061.0096379071624
Bayesian Elastic Net,0.7,13,0.003938284323910045,0.26666666666666666,,1041.0868267409028
Bayesian Elastic Net (alpha=0.1),0.7,13,0.003886811332098454,0.26666666666666666,,1041.4103460090143
Bayesian Elastic Net (alpha=0.9),0.7,13,0.003988633504705344,0.26666666666666666,,1045.006835943435
AEH,0.7,14,0.006828110976465532,0.13333333333333333,0.4048203964582362,1758.2431922346464
Horseshoe,0.7,14,0.007103691901617515,0.13333333333333333,,3053.0379259230967
Bayesian Elastic Net,0.7,14,0.0067550340321050825,0.13333333333333333,,3101.775102003954
Bayesian Elastic Net (alpha=0.1),0.7,14,0.006688898207471936,0.13333333333333333,,3102.059907943976
Bayesian Elastic Net (alpha=0.9),0.7,14,0.006821165114612618,0.13333333333333333,,3102.137636430692
AEH,0.7,15,0.004152757487902359,0.13333333333333333,0.40161413817042446,1263.856583432105
Horseshoe,0.7,15,0.0042577924086490936,0.13333333333333333,,2163.3752248885476
Bayesian Elastic Net,0.7,15,0.0041645129842413555,0.13333333333333333,,2239.2418345057276
Bayesian Elastic Net (alpha=0.1),0.7,15,0.004135914048120874,0.13333333333333333,,2240.9384347365785
Bayesian Elastic Net (alpha=0.9),0.7,15,0.004186431794453272,0.13333333333333333,,2230.7661607837176
AEH,0.7,16,0.0076226507585129485,0.3333333333333333,0.40415845551542073,1076.6496015453552
Horseshoe,0.7,16,0.008025036139873456,0.3333333333333333,,2123.868216980317
Bayesian Elastic Net,0.7,16,0.007637764733316965,0.3333333333333333,,2087.648399999825
Bayesian Elastic Net (alpha=0.1),0.7,16,0.0075635067087718375,0.3333333333333333,,2093.104969123594
Bayesian Elastic Net (alpha=0.9),0.7,16,0.007700371108833303,0.3333333333333333,,2086.5487693638925
AEH,0.7,17,0.008328194888607317,0.3333333333333333,0.3811131985574393,425.3549133069987
Horseshoe,0.7,17,0.007902417742256945,0.4,,1286.1976479128336
Bayesian Elastic Net,0.7,17,0.007468107371876332,0.4,,1305.279138939503
Bayesian Elastic Net (alpha=0.1),0.7,17,0.007413938937244111,0.4,,1307.7350645805263
Bayesian Elastic Net (alpha=0.9),0.7,17,0.007540839606859187,0.4,,1309.1513505472526
AEH,0.7,18,0.020074350733455638,0.06666666666666667,0.39183220298280286,763.1979084366576
Horseshoe,0.7,18,0.020303897912862218,0.06666666666666667,,2298.841210393509
Bayesian Elastic Net,0.7,18,0.01947211209356716,0.06666666666666667,,2245.7819600673715
Bayesian Elastic Net (alpha=0.1),0.7,18,0.019352394018037764,0.06666666666666667,,2244.6346795777054
Bayesian Elastic Net (alpha=0.9),0.7,18,0.019581562119656892,0.06666666666666667,,2245.9136988616256
AEH,0.7,19,0.001846335555029517,0.06666666666666667,0.3981045899358935,941.4093816164279
Horseshoe,0.7,19,0.001662675111184024,0.13333333333333333,,2504.9007720839863
Bayesian Elastic Net,0.7,19,0.0016485811853136525,0.13333333333333333,,2504.0331420264947
Bayesian Elastic Net (alpha=0.1),0.7,19,0.00164353481652943,0.13333333333333333,,2504.7774348485264
Bayesian Elastic Net (alpha=0.9),0.7,19,0.0016589937564126778,0.13333333333333333,,2507.103962355418
AEH,0.7,20,0.005468915729660896,0.2,0.35986075382637683,1725.1090803529326
Horseshoe,0.7,20,0.006142346298428346,0.26666666666666666,,2578.960275907699
Bayesian Elastic Net,0.7,20,0.005848953173828312,0.2,,3430.134289224693
Bayesian Elastic Net (alpha=0.1),0.7,20,0.005789831165702362,0.2,,3411.3025247661144
Bayesian Elastic Net (alpha=0.9),0.7,20,0.005913190030487426,0.2,,3318.657137885305
AEH,0.7,21,0.009901067969455345,0.06666666666666667,0.40105675571237154,2624.4326481578564
Horseshoe,0.7,21,0.010622464211312545,0.06666666666666667,,1947.3158932137412
Bayesian Elastic Net,0.7,21,0.01007265549810754,0.06666666666666667,,5364.064472914349
Bayesian Elastic Net (alpha=0.1),0.7,21,0.009953629425776465,0.06666666666666667,,5361.675947082373
Bayesian Elastic Net (alpha=0.9),0.7,21,0.010194155494481189,0.06666666666666667,,5364.997603144932
AEH,0.7,22,0.0017172711359539675,0.26666666666666666,0.37252753638469616,723.2397489360162
Horseshoe,0.7,22,0.0017727723779028329,0.26666666666666666,,1257.8922643954004
Bayesian Elastic Net,0.7,22,0.0015762975570887162,0.26666666666666666,,1271.2687323136718
Bayesian Elastic Net (alpha=0.1),0.7,22,0.0015404625933372652,0.26666666666666666,,1254.8275861284012
Bayesian Elastic Net (alpha=0.9),0.7,22,0.0015983620444947448,0.26666666666666666,,1252.2586085360692
AEH,0.7,23,0.009112259764447388,0.2,0.4038499110284297,799.3622629829545
Horseshoe,0.7,23,0.010021920146684897,0.2,,1848.2212304171203
Bayesian Elastic Net,0.7,23,0.00962302925379242,0.2,,1780.000855146224
Bayesian Elastic Net (alpha=0.1),0.7,23,0.00957274334005113,0.2,,1781.7307258469214
Bayesian Elastic Net (alpha=0.9),0.7,23,0.009673760890794207,0.2,,1779.7724505281374
AEH,0.7,24,0.013198018594628361,0.2,0.3876697652735409,1502.8785082464346
Horseshoe,0.7,24,0.014419352388108483,0.2,,3778.0189912472806
Bayesian Elastic Net,0.7,24,0.013426288909918298,0.2,,3870.369559051029
Bayesian Elastic Net (alpha=0.1),0.7,24,0.013244590227869325,0.2,,3871.551457537042
Bayesian Elastic Net (alpha=0.9),0.7,24,0.013613628442843483,0.2,,3866.9065337038473
AEH,0.7,25,0.023703021857971275,0.5333333333333333,0.3684770658180545,615.6024279158787
Horseshoe,0.7,25,0.02654819550012518,0.4666666666666667,,1524.8530316278893
Bayesian Elastic Net,0.7,25,0.02449521242792437,0.4666666666666667,,1499.4815031515773
Bayesian Elastic Net (alpha=0.1),0.7,25,0.024194754404390915,0.4666666666666667,,1499.8681147889647
Bayesian Elastic Net (alpha=0.9),0.7,25,0.024792446260403982,0.4666666666666667,,1499.5927474300295
AEH,0.7,26,0.007000574500519158,0.0,0.3984075788732575,625.0562909585519
Horseshoe,0.7,26,0.008309287012794339,0.0,,1272.7725834553314
Bayesian Elastic Net,0.7,26,0.007585121713031116,0.0,,1246.8763992209035
Bayesian Elastic Net (alpha=0.1),0.7,26,0.007477407438066283,0.0,,1233.3003291937266
Bayesian Elastic Net (alpha=0.9),0.7,26,0.007696032830396675,0.0,,1249.3190171334356
AEH,0.7,27,0.004680818114133417,0.06666666666666667,0.3902789056281445,789.5376012520043
Horseshoe,0.7,27,0.0051125966870830646,0.06666666666666667,,2643.366476916132
Bayesian Elastic Net,0.7,27,0.004882428851652923,0.06666666666666667,,2657.536420662599
Bayesian Elastic Net (alpha=0.1),0.7,27,0.004831348245532552,0.06666666666666667,,2669.5459166083265
Bayesian Elastic Net (alpha=0.9),0.7,27,0.004922261556619037,0.06666666666666667,,2657.340400722028
AEH,0.7,28,0.013675426081007979,0.2,0.3732318558255374,742.9689540596419
Horseshoe,0.7,28,0.013777346341910307,0.2,,2259.9071455889234
Bayesian Elastic Net,0.7,28,0.013188433049997412,0.2,,2328.3784963467538
Bayesian Elastic Net (alpha=0.1),0.7,28,0.013102903265765464,0.2,,2330.9707122870327
Bayesian Elastic Net (alpha=0.9),0.7,28,0.013281763368647892,0.2,,2328.4801285010863
AEH,0.7,29,0.003626034672387841,0.06666666666666667,0.3739816503450908,1392.108267119476
Horseshoe,0.7,29,0.003976554516415996,0.06666666666666667,,1678.7295605691747
Bayesian Elastic Net,0.7,29,0.003718978912809888,0.06666666666666667,,1718.8022035696024
Bayesian Elastic Net (alpha=0.1),0.7,29,0.003675045429990343,0.06666666666666667,,1706.5724708145572
Bayesian Elastic Net (alpha=0.9),0.7,29,0.0037638049331061097,0.06666666666666667,,1716.5864863374761
AEH,0.7,30,0.012330441433974682,0.26666666666666666,0.3801460759302525,714.8792684016066
Horseshoe,0.7,30,0.013355528671739872,0.26666666666666666,,2110.7217734716005
Bayesian Elastic Net,0.7,30,0.012380319938137315,0.26666666666666666,,2181.499829041529
Bayesian Elastic Net (alpha=0.1),0.7,30,0.01225939166072988,0.26666666666666666,,2181.125640783922
Bayesian Elastic Net (alpha=0.9),0.7,30,0.01252981499578421,0.26666666666666666,,2176.794913064582
AEH,0.7,31,0.002082901658339007,0.2,0.37396764965526164,913.3215550706161
Horseshoe,0.7,31,0.00212453712039668,0.2,,2121.6948564213008
Bayesian Elastic Net,0.7,31,0.0019935857465081014,0.2,,2073.3676573146067
Bayesian Elastic Net (alpha=0.1),0.7,31,0.0019686654314126223,0.2,,2073.49577446061
Bayesian Elastic Net (alpha=0.9),0.7,31,0.002019033403728396,0.2,,2073.190329724882
AEH,0.7,32,0.015585192394105824,0.13333333333333333,0.38397279052259126,1565.5767834887577
Horseshoe,0.7,32,0.016710711027942953,0.13333333333333333,,2741.4176115483397
Bayesian Elastic Net,0.7,32,0.01585142887682816,0.13333333333333333,,2865.7056040932484
Bayesian Elastic Net (alpha=0.1),0.7,32,0.01570085649934976,0.13333333333333333,,2866.47633410913
Bayesian Elastic Net (alpha=0.9),0.7,32,0.01600532456743952,0.13333333333333333,,2862.823062164346
AEH,0.7,33,0.0010730000332397362,0.06666666666666667,0.4001921806746509,675.4327941080694
Horseshoe,0.7,33,0.0011175213940507794,0.06666666666666667,,2145.957728132307
Bayesian Elastic Net,0.7,33,0.00103341982406571,0.06666666666666667,,2177.1375754342807
Bayesian Elastic Net (alpha=0.1),0.7,33,0.0010260634232908351,0.06666666666666667,,2181.1633723895234
Bayesian Elastic Net (alpha=0.9),0.7,33,0.0010387181877263949,0.06666666666666667,,2186.0511862764515
AEH,0.7,34,0.005884348971804685,0.2,0.390993103104059,1607.25437181263
Horseshoe,0.7,34,0.006518179878418892,0.2,,2999.853513861488
Bayesian Elastic Net,0.7,34,0.006166218298583777,0.2,,3072.629864803481
Bayesian Elastic Net (alpha=0.1),0.7,34,0.006111661975216632,0.2,,3073.4576662271757
Bayesian Elastic Net (alpha=0.9),0.7,34,0.0062216921164792785,0.2,,3071.9706371029497
AEH,0.7,35,0.005158095324732047,0.13333333333333333,0.3960489569003509,1183.3834800347674
Horseshoe,0.7,35,0.0055327702426414774,0.13333333333333333,,3770.5956477591403
Bayesian Elastic Net,0.7,35,0.005290453908383913,0.13333333333333333,,3616.953125829123
Bayesian Elastic Net (alpha=0.1),0.7,35,0.005254063524756034,0.13333333333333333,,3603.2354286626187
Bayesian Elastic Net (alpha=0.9),0.7,35,0.005315033054042051,0.13333333333333333,,3613.658200971719
AEH,0.7,36,0.019115824691824566,0.06666666666666667,0.3929045330456896,676.3519691210184
Horseshoe,0.7,36,0.019419365542100227,0.13333333333333333,,1730.0986989878954
Bayesian Elastic Net,0.7,36,0.018812941983780432,0.13333333333333333,,1774.3576265180404
Bayesian Elastic Net (alpha=0.1),0.7,36,0.018696128240970576,0.13333333333333333,,1774.8512609801564
Bayesian Elastic Net (alpha=0.9),0.7,36,0.018905125953676577,0.13333333333333333,,1774.6507721332496
AEH,0.7,37,0.0043802834336565625,0.13333333333333333,0.38648358549617656,1537.5843710626082
Horseshoe,0.7,37,0.004627573604286029,0.2,,2577.2950198678623
Bayesian Elastic Net,0.7,37,0.004281284510773952,0.2,,2513.5731968862683
Bayesian Elastic Net (alpha=0.1),0.7,37,0.004225738291011345,0.2,,2499.321898715807
Bayesian Elastic Net (alpha=0.9),0.7,37,0.004337348186684246,0.2,,2513.5099215867303
AEH,0.7,38,0.010123912634662929,0.2,0.38440868102311043,2130.862671309965
Horseshoe,0.7,38,0.010559368342128174,0.26666666666666666,,4734.847180370296
Bayesian Elastic Net,0.7,38,0.010210643717553165,0.26666666666666666,,4804.349716301816
Bayesian Elastic Net (alpha=0.1),0.7,38,0.010150714809616887,0.26666666666666666,,4810.409395362285
Bayesian Elastic Net (alpha=0.9),0.7,38,0.010271232591057163,0.26666666666666666,,4803.583030167637
AEH,0.7,39,0.005813801490817336,0.06666666666666667,0.3979432716480894,1593.4508702939377
Horseshoe,0.7,39,0.006247588753427485,0.06666666666666667,,2776.781793654828
Bayesian Elastic Net,0.7,39,0.005863883047080687,0.06666666666666667,,2992.5917707024246
Bayesian Elastic Net (alpha=0.1),0.7,39,0.005799409249043979,0.06666666666666667,,2993.7645214252398
Bayesian Elastic Net (alpha=0.9),0.7,39,0.005929575309689897,0.06666666666666667,,2989.2176170897005
AEH,0.7,40,0.007437659558367433,0.06666666666666667,0.39520508685017475,817.3491354412414
Horseshoe,0.7,40,0.008201616528657973,0.13333333333333333,,2474.4216907646687
Bayesian Elastic Net,0.7,40,0.007591757800241053,0.13333333333333333,,2603.1023154127406
Bayesian Elastic Net (alpha=0.1),0.7,40,0.007491886339654903,0.13333333333333333,,2604.0880371322028
Bayesian Elastic Net (alpha=0.9),0.7,40,0.007679076086675549,0.13333333333333333,,2602.275265241532
AEH,0.7,41,0.014637420087693717,0.3333333333333333,0.3707502831126783,734.7249832573166
Horseshoe,0.7,41,0.015930441090875935,0.26666666666666666,,1831.6546028555372
Bayesian Elastic Net,0.7,41,0.014879770994216964,0.26666666666666666,,1845.7544897201933
Bayesian Elastic Net (alpha=0.1),0.7,41,0.014701710030007442,0.26666666666666666,,1846.5046970775243
Bayesian Elastic Net (alpha=0.9),0.7,41,0.015062132266978704,0.26666666666666666,,1845.0569383552925
AEH,0.7,42,0.005008497659861174,0.13333333333333333,0.3792079795838591,1747.9738685935015
Horseshoe,0.7,42,0.006279977888172519,0.2,,3352.0498670577554
Bayesian Elastic Net,0.7,42,0.005958138863479062,0.2,,3406.9538162396225
Bayesian Elastic Net (alpha=0.1),0.7,42,0.00590680627130321,0.2,,3411.116951016679
Bayesian Elastic Net (alpha=0.9),0.7,42,0.006010487972451234,0.2,,3403.6149629171477
AEH,0.7,43,0.007447271108142745,0.2,0.3895376671023374,481.3233747936236
Horseshoe,0.7,43,0.007836569741064142,0.2,,1799.3863696895519
Bayesian Elastic Net,0.7,43,0.007198319214170859,0.2,,1799.7270980684727
Bayesian Elastic Net (alpha=0.1),0.7,43,0.007030805821389745,0.2,,1786.7545113241565
Bayesian Elastic Net (alpha=0.9),0.7,43,0.007313076328419573,0.2,,1797.8845265797252
AEH,0.7,44,0.0042798157608065004,0.2,0.4018077236419185,516.2533238195957
Horseshoe,0.7,44,0.004741107380633276,0.2,,2113.6921145060924
Bayesian Elastic Net,0.7,44,0.004562780914233856,0.2,,2112.8186659596663
Bayesian Elastic Net (alpha=0.1),0.7,44,0.004530519537681646,0.2,,2113.178795956695
Bayesian Elastic Net (alpha=0.9),0.7,44,0.0045954220312450335,0.2,,2112.550503416711
AEH,0.7,45,0.0034310758745572574,0.4666666666666667,0.3865098012976462,765.3753208966289
Horseshoe,0.7,45,0.003232321416478611,0.4666666666666667,,2238.7754957892994
Bayesian Elastic Net,0.7,45,0.0031040061552608245,0.4666666666666667,,2301.7645207604273
Bayesian Elastic Net (alpha=0.1),0.7,45,0.0031008295917433924,0.4666666666666667,,2304.732488683633
Bayesian Elastic Net (alpha=0.9),0.7,45,0.003130016016833601,0.4666666666666667,,2299.474920614909
AEH,0.7,46,0.014307574077395229,0.26666666666666666,0.38071957180405214,764.7654960122334
Horseshoe,0.7,46,0.01556322185471297,0.2,,1778.2048313692826
Bayesian Elastic Net,0.7,46,0.01457447395405032,0.2,,1922.7997685758019
Bayesian Elastic Net (alpha=0.1),0.7,46,0.014457842418802996,0.2,,1922.8186084936162
Bayesian Elastic Net (alpha=0.9),0.7,46,0.014692721751964465,0.2,,1922.8125993393937
AEH,0.7,47,0.0054475966840930815,0.2,0.39855478742084705,865.5278685647036
Horseshoe,0.7,47,0.00630867605386643,0.26666666666666666,,2530.380235910238
Bayesian Elastic Net,0.7,47,0.005828037119462398,0.26666666666666666,,2583.5337704564154
Bayesian Elastic Net (alpha=0.1),0.7,47,0.005746402538608584,0.26666666666666666,,2583.378147472774
Bayesian Elastic Net (alpha=0.9),0.7,47,0.005909682466508856,0.26666666666666666,,2588.349652764751
AEH,0.7,48,0.007020599241859474,0.2,0.3952539876196379,1110.6118225411403
Horseshoe,0.7,48,0.007630917119877334,0.2,,3069.322272577029
Bayesian Elastic Net,0.7,48,0.007246743341247616,0.2,,3125.3848752240547
Bayesian Elastic Net (alpha=0.1),0.7,48,0.007177446014038127,0.2,,3125.8575606278164
Bayesian Elastic Net (alpha=0.9),0.7,48,0.007317350758088784,0.2,,3124.919839969474
AEH,0.7,49,0.01657090076257696,0.13333333333333333,0.38367049446056545,1831.9635985863588
Horseshoe,0.7,49,0.018219165917491863,0.13333333333333333,,3770.8563759085496
Bayesian Elastic Net,0.7,49,0.01726276202571994,0.13333333333333333,,3827.6042355875084
Bayesian Elastic Net (alpha=0.1),0.7,49,0.017089746158650145,0.13333333333333333,,3833.8653396668406
Bayesian Elastic Net (alpha=0.9),0.7,49,0.01743890898533372,0.13333333333333333,,3826.881356661566
AEH,0.9,0,0.0012225468039825426,0.2,0.29017068828679804,2389.6401016452755
Horseshoe,0.9,0,0.0013689206793559314,0.2,,5318.058437380556
Bayesian Elastic Net,0.9,0,0.0011855564837979422,0.2,,5387.273789913326
Bayesian Elastic Net (alpha=0.1),0.9,0,0.0011635351648613098,0.2,,5386.966888967435
Bayesian Elastic Net (alpha=0.9),0.9,0,0.001208133567966163,0.2,,5386.525464817024
AEH,0.9,1,0.011401438528735265,0.4,0.2949135991564342,44.41004404345858
Horseshoe,0.9,1,0.015136931811144347,0.3333333333333333,,2882.575948894462
Bayesian Elastic Net,0.9,1,0.011986628690480196,0.4,,2970.459115380284
Bayesian Elastic Net (alpha=0.1),0.9,1,0.01147532736099163,0.4,,3061.451896475847
Bayesian Elastic Net (alpha=0.9),0.9,1,0.012415433396586604,0.4,,2974.658861139373
AEH,0.9,2,0.0041334513821259375,0.13333333333333333,0.29074067543078874,882.0173220858827
Horseshoe,0.9,2,0.004658905667534677,0.2,,4272.6866113662245
Bayesian Elastic Net,0.9,2,0.00414938058667913,0.2,,4232.255978299532
Bayesian Elastic Net (alpha=0.1),0.9,2,0.004066562685999797,0.2,,4233.0492394267885
Bayesian Elastic Net (alpha=0.9),0.9,2,0.004230466239708474,0.2,,4240.283780053702
AEH,0.9,3,0.007093598011489556,0.2,0.29404014391151845,1924.142478794666
Horseshoe,0.9,3,0.009581343071174619,0.2,,2133.933064631786
Bayesian Elastic Net,0.9,3,0.007651946560623783,0.2,,2194.76393140601
Bayesian Elastic Net (alpha=0.1),0.9,3,0.007356576792605528,0.2,,2195.8809085707026
Bayesian Elastic Net (alpha=0.9),0.9,3,0.007969391652400442,0.2,,2193.4022151213185
AEH,0.9,4,0.01377194388117639,0.06666666666666667,0.29358573974545976,330.175341187309
Horseshoe,0.9,4,0.01736515098888419,0.06666666666666667,,1798.7796467488733
Bayesian Elastic Net,0.9,4,0.014832702756247328,0.06666666666666667,,1794.3269709162864
Bayesian Elastic Net (alpha=0.1),0.9,4,0.014455689294379978,0.06666666666666667,,1794.9864951498948
Bayesian Elastic Net (alpha=0.9),0.9,4,0.015226270385704063,0.06666666666666667,,1795.45423378065
AEH,0.9,5,0.009450716960197132,0.13333333333333333,0.30537021422117705,2224.6529280138657
Horseshoe,0.9,5,0.011592716952623485,0.13333333333333333,,4849.815600688137
Bayesian Elastic Net,0.9,5,0.009989966644151749,0.13333333333333333,,4946.595968956194
Bayesian Elastic Net (alpha=0.1),0.9,5,0.009744865057792587,0.13333333333333333,,4948.429915446474
Bayesian Elastic Net (alpha=0.9),0.9,5,0.01024752905051068,0.13333333333333333,,4944.68621090616
AEH,0.9,6,0.05201922636098481,0.26666666666666666,0.2921404459676472,1555.5785441304672
Horseshoe,0.9,6,0.06557883369417863,0.26666666666666666,,2102.684688132802
Bayesian Elastic Net,0.9,6,0.05289637793552103,0.26666666666666666,,2202.414462390721
Bayesian Elastic Net (alpha=0.1),0.9,6,0.05102872349181784,0.26666666666666666,,2207.002658425987
Bayesian Elastic Net (alpha=0.9),0.9,6,0.054893943135077394,0.26666666666666666,,2200.366641412732
AEH,0.9,7,0.017017911295500714,0.26666666666666666,0.2948592929782793,61.076968169507225
Horseshoe,0.9,7,0.024217906825102792,0.3333333333333333,,1537.3347625239821
Bayesian Elastic Net,0.9,7,0.020383209191264108,0.3333333333333333,,1553.830686354971
Bayesian Elastic Net (alpha=0.1),0.9,7,0.019826792179819218,0.3333333333333333,,1551.9831090620032
Bayesian Elastic Net (alpha=0.9),0.9,7,0.02094975581176955,0.3333333333333333,,1554.1414598831532
AEH,0.9,8,0.023167266823397502,0.3333333333333333,0.2832351226713101,41.82260006187202
Horseshoe,0.9,8,0.035401048465296944,0.4,,2641.491321147531
Bayesian Elastic Net,0.9,8,0.028763904659366908,0.4,,3064.8297922381016
Bayesian Elastic Net (alpha=0.1),0.9,8,0.028000816103249233,0.4,,3061.607949249269
Bayesian Elastic Net (alpha=0.9),0.9,8,0.030097418810345923,0.4,,2702.849514644765
AEH,0.9,9,0.07776502042141226,0.13333333333333333,0.3018274622951276,1274.9150510541438
Horseshoe,0.9,9,0.09600861984773444,0.13333333333333333,,2590.4269423442393
Bayesian Elastic Net,0.9,9,0.08114237180633785,0.13333333333333333,,2166.6907419260374
Bayesian Elastic Net (alpha=0.1),0.9,9,0.0791794635406835,0.13333333333333333,,2167.529684451888
Bayesian Elastic Net (alpha=0.9),0.9,9,0.08320854321211205,0.13333333333333333,,2164.425555916133
AEH,0.9,10,0.008418473127644738,0.13333333333333333,0.3016387569085658,72.67127183400332
Horseshoe,0.9,10,0.00931051960612312,0.06666666666666667,,2236.7216579471283
Bayesian Elastic Net,0.9,10,0.007670666742065194,0.13333333333333333,,2271.082823823971
Bayesian Elastic Net (alpha=0.1),0.9,10,0.007459513501243321,0.13333333333333333,,2205.271501953269
Bayesian Elastic Net (alpha=0.9),0.9,10,0.007883989881685588,0.13333333333333333,,2267.4039213915776
AEH,0.9,11,0.004780491084264718,0.06666666666666667,0.2912543949576549,3005.7997162190763
Horseshoe,0.9,11,0.005661614710964602,0.06666666666666667,,5325.540122617513
Bayesian Elastic Net,0.9,11,0.005110777369001056,0.06666666666666667,,5618.086181946911
Bayesian Elastic Net (alpha=0.1),0.9,11,0.005030638301697685,0.06666666666666667,,5616.34735964746
Bayesian Elastic Net (alpha=0.9),0.9,11,0.005175837513612414,0.06666666666666667,,5592.753160681948
AEH,0.9,12,0.03237909616003466,0.2,0.2958489324216921,1495.8115954800508
Horseshoe,0.9,12,0.04313257232777158,0.26666666666666666,,2685.715188865591
Bayesian Elastic Net,0.9,12,0.033832243974329226,0.26666666666666666,,2743.7788608862247
Bayesian Elastic Net (alpha=0.1),0.9,12,0.03244428851977912,0.26666666666666666,,2729.796338927032
Bayesian Elastic Net (alpha=0.9),0.9,12,0.035289502007895296,0.26666666666666666,,2714.3434537922376
AEH,0.9,13,0.014995317266887336,0.2,0.2925573785378308,1341.2948397269897
Horseshoe,0.9,13,0.018747110012007694,0.2,,2804.7511987481935
Bayesian Elastic Net,0.9,13,0.015861349898648132,0.2,,2941.885003628564
Bayesian Elastic Net (alpha=0.1),0.9,13,0.01543631787347095,0.2,,2925.0212895552727
Bayesian Elastic Net (alpha=0.9),0.9,13,0.01631193668639149,0.2,,2941.789958301864
AEH,0.9,14,0.015241930561387224,0.2,0.29291460371798894,1661.8918082670345
Horseshoe,0.9,14,0.01959707922864296,0.2,,3014.925294699823
Bayesian Elastic Net,0.9,14,0.015650851750204697,0.2,,3111.1606120562965
Bayesian Elastic Net (alpha=0.1),0.9,14,0.01512643219159171,0.2,,3111.6279320744534
Bayesian Elastic Net (alpha=0.9),0.9,14,0.016206309814458485,0.2,,3110.644536268973
AEH,0.9,15,0.008769595202321439,0.2,0.29821020116225205,710.94619825115
Horseshoe,0.9,15,0.009917616548343763,0.2,,2644.8116317371287
Bayesian Elastic Net,0.9,15,0.00845244607840568,0.2,,2634.687651841768
Bayesian Elastic Net (alpha=0.1),0.9,15,0.00859017729434779,0.2,,2706.096630106123
Bayesian Elastic Net (alpha=0.9),0.9,15,0.008682034770864652,0.2,,2634.5273442088983
AEH,0.9,16,0.012374347065379977,0.2,0.30033201018946165,947.4843726062278
Horseshoe,0.9,16,0.014954478528330178,0.2,,2742.169399277329
Bayesian Elastic Net,0.9,16,0.012727563655797122,0.2,,2764.7837172415866
Bayesian Elastic Net (alpha=0.1),0.9,16,0.012368693768539607,0.2,,2764.9518020791656
Bayesian Elastic Net (alpha=0.9),0.9,16,0.013089439248090789,0.2,,2766.295842710527
AEH,0.9,17,0.017247542715095744,0.26666666666666666,0.29059331872731886,2272.6716725168117
Horseshoe,0.9,17,0.019943767545097975,0.26666666666666666,,2646.6409197281405
Bayesian Elastic Net,0.9,17,0.017335486044153203,0.3333333333333333,,2755.23203739089
Bayesian Elastic Net (alpha=0.1),0.9,17,0.016972606300574993,0.3333333333333333,,2747.1604576002474
Bayesian Elastic Net (alpha=0.9),0.9,17,0.017734819824062043,0.3333333333333333,,2742.804632619022
AEH,0.9,18,0.014599894146759555,0.2,0.29130029071168606,4716.802929337175
Horseshoe,0.9,18,0.02061868740218359,0.2,,6704.500189170989
Bayesian Elastic Net,0.9,18,0.015493293712977007,0.2,,6872.6871886431445
Bayesian Elastic Net (alpha=0.1),0.9,18,0.014772339238243911,0.2,,6874.285303293516
Bayesian Elastic Net (alpha=0.9),0.9,18,0.01627832334368755,0.2,,6938.806396139777
AEH,0.9,19,0.0016995184934047677,0.2,0.29601948852062276,1385.3229180464768
Horseshoe,0.9,19,0.0019146290041167642,0.13333333333333333,,3095.7953565251987
Bayesian Elastic Net,0.9,19,0.0016053712445390303,0.13333333333333333,,3138.297101900589
Bayesian Elastic Net (alpha=0.1),0.9,19,0.0015667778475384978,0.13333333333333333,,3137.1869865584713
Bayesian Elastic Net (alpha=0.9),0.9,19,0.0016455641959774118,0.13333333333333333,,3138.1329225880595
AEH,0.9,20,0.012981065273933117,0.26666666666666666,0.2825691121491489,4792.118890285921
Horseshoe,0.9,20,0.015935628397002615,0.26666666666666666,,5857.004603894116
Bayesian Elastic Net,0.9,20,0.013489436202229014,0.26666666666666666,,5952.401157323717
Bayesian Elastic Net (alpha=0.1),0.9,20,0.013131642944976499,0.26666666666666666,,5952.7321543087
Bayesian Elastic Net (alpha=0.9),0.9,20,0.013862937409692619,0.26666666666666666,,5952.156794696957
