YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,Electricity(kWh),NaturalGas(kBtu),GHGEmissionsIntensity
1921.0,4.0,1.0,104064.0,76.0,291654.0,3171768.0,1.67
1963.0,7.0,1.0,28277.0,100.0,174576.0,197311.0,0.12
1955.0,1.0,1.0,23100.0,67.4,118235.0,11340.0,0.13
1908.0,3.0,1.0,45680.0,55.0,115354.0,1610621.0,1.92
1998.0,4.0,1.0,36666.0,86.0,230283.0,536706.6,0.15
1975.0,3.0,1.0,130680.0,16.0,1043069.0,1260711.2,0.16
1978.0,3.0,1.0,21712.0,79.0,194672.0,276406.6,0.18
1907.0,5.0,1.0,36000.0,94.6,101517.0,764918.0,1.18
1969.0,4.0,1.0,32922.0,87.0,212268.0,371845.4,0.13
2008.0,1.0,1.0,63225.0,66.0,2302624.0,2297649.8,0.72
1971.0,4.0,1.0,58485.0,30.0,808284.0,1807866.2,0.27
2016.0,6.0,1.0,153742.0,88.4,590587.0,1912293.0,0.99
1991.0,2.0,1.0,60725.0,53.0,550887.0,2388762.4,0.18
2012.0,5.0,1.0,121773.0,98.0,578690.0,992520.0,0.67
1980.0,4.0,1.0,34142.0,83.0,224160.0,544521.0,0.13
2014.0,1.0,1.0,20993.0,66.0,259535.0,464420.0,1.42
2003.0,5.0,1.0,159700.0,76.0,5146764.0,9417397.0,5.51
1949.0,1.0,1.0,101101.0,1.0,6383134.0,16577.0,1.26
1972.0,1.0,1.0,166014.0,34.0,1618943.0,590078.0,0.38
1927.0,2.0,1.0,33840.0,79.2,238564.0,591858.0,1.07
1925.0,2.0,1.0,25821.0,83.2,47168.0,340.0,0.04
2007.0,3.0,1.0,32881.0,18.0,439655.0,387598.0,0.89
2013.0,6.0,300.0,84577.0,100.0,483355.6,557010.0,0.35
1968.0,4.0,1.0,24288.0,80.0,179192.0,390158.0,0.15
1909.0,3.0,1.0,20620.0,91.4,140497.0,204780.0,0.66
2018.0,7.0,1.0,38724.0,56.2,420116.0,533830.0,0.95
1955.0,1.0,25.0,275701.0,81.2,8110629.0,7741623.0,2.07
2009.0,3.0,1.0,127065.0,85.8,1008579.0,1100915.4,0.47
1917.0,2.0,1.0,23835.0,97.0,56400.0,1170087.0,2.65
1963.0,3.0,1.0,136188.0,87.0,521466.0,3290410.0,1.36
1940.0,5.0,1.0,50356.0,98.0,115593.0,2620339.0,2.8
1947.0,3.0,1.0,24920.0,73.0,54569.0,1291359.0,2.79
1951.0,1.0,1.0,41550.0,74.0,178534.0,1786820.0,2.36
1928.0,3.0,1.0,35070.0,67.0,80958.0,2195776.0,4.17
1985.0,4.0,1.0,22984.0,100.0,26897.0,592883.2,0.03
2004.0,4.0,1.0,44432.0,86.2,267044.0,428700.0,1.03
1927.0,1.0,1.0,21600.0,66.0,49366.0,392360.0,1.01
1980.0,5.0,1.0,48744.0,39.0,511319.0,1136665.8,0.21
2012.0,6.0,1.0,43762.0,77.8,174588.0,1041724.2,0.11
1975.0,2.0,1.0,27227.0,20.6,762662.0,4828867.0,9.95
1929.0,8.0,1.0,861702.0,88.8,4898538.0,108760.0,0.29
1989.0,4.0,1.0,20380.0,2.0,384021.0,1475192.6,0.37
2003.0,6.0,1.0,125774.0,92.6,762143.0,1583578.0,0.79
1991.0,5.0,2.0,59227.0,74.0,331323.0,1299180.0,1.27
1998.0,7.0,1.0,74162.0,72.8,656045.0,443772.0,0.49
1910.0,11.0,1.0,123897.0,91.6,791368.0,2844532.0,2.45
1966.0,1.0,1.0,59650.0,58.0,144106.0,1664782.2,0.05
1987.0,3.0,1.0,155600.0,54.0,1594172.0,265830.0,0.29
1978.0,4.0,1.0,22445.0,68.8,133366.0,602115.2,0.12
1947.0,2.0,1.0,332900.0,22.0,3821381.0,1351803.2,0.23
1922.0,10.0,1.0,90920.0,99.0,348354.0,2980054.0,1.81
1970.0,1.0,1.0,41526.0,64.0,229678.0,944564.0,1.32
1980.0,2.0,1.0,321333.0,93.0,1267024.0,2747992.0,0.62
2012.0,17.0,1.0,236148.0,69.0,1591805.0,3731573.0,1.18
2010.0,12.0,1.0,571329.0,90.0,9443058.0,3352870.0,0.64
1988.0,4.0,1.0,132828.0,85.0,303003.0,1380319.2,0.05
1921.0,2.0,1.0,26300.0,61.2,392511.0,2043719.0,4.41
1998.0,5.0,1.0,53034.0,88.0,492348.0,2655550.0,3.92
1983.0,5.0,1.0,66460.0,51.8,647920.0,3248212.0,2.78
1979.0,4.0,1.0,99893.0,82.0,609641.0,1761731.0,1.06
2016.0,12.0,1.0,422272.0,92.0,3538220.0,566380.0,0.34
2006.0,4.0,1.0,29588.0,76.8,227190.0,554223.0,1.14
2013.0,8.0,1.0,339591.0,32.0,11241910.0,29918991.0,8.02
1986.0,3.0,1.0,28470.0,83.0,204815.0,244710.2,0.16
2001.0,14.0,1.0,310490.0,57.0,4725685.0,5045465.0,1.16
1996.0,6.0,1.0,147852.0,79.6,1753961.0,2447813.0,2.68
2014.0,2.0,1.0,56988.0,90.4,71028.0,778143.0,0.75
1982.0,4.0,1.0,134056.0,54.0,1376066.0,2707545.2,0.37
1988.0,2.0,1.0,54528.0,78.0,557558.0,2915250.0,0.2
1962.0,2.0,1.0,28586.0,82.8,1434165.0,651682.4,0.99
2012.0,4.0,1.0,31962.0,83.0,300579.0,926886.2,0.19
2012.0,7.0,1.0,345949.0,97.0,1615319.0,3027430.0,0.85
1991.0,4.0,1.0,109874.0,63.0,669244.0,1032881.0,0.95
2017.0,2.0,1.0,102948.0,96.0,410921.0,159069.0,0.16
1920.0,1.0,1.0,30240.0,54.0,304844.0,284993.0,0.7
1923.0,3.0,1.0,24650.0,78.0,170900.0,615200.0,1.46
1968.0,3.0,1.0,40779.0,91.0,307128.0,806719.8,0.15
2018.0,4.0,1.0,32110.0,93.0,206397.0,482148.6,0.13
1990.0,3.0,1.0,32235.0,84.0,174941.0,1357901.0,0.16
1980.0,4.0,1.0,33034.0,94.0,194545.0,239369.0,0.12
2015.0,20.0,1.0,149976.0,48.0,1960811.0,3136313.0,1.49
1909.0,5.0,1.0,64127.0,65.0,526622.0,2027080.0,1.84
1916.0,6.0,1.0,350310.0,90.0,4681820.0,2127656.0,0.59
2014.0,1.0,1.0,20993.0,60.4,229871.0,128239.0,0.54
1990.0,2.0,1.0,38352.0,36.0,665797.0,486092.8,0.48
1907.0,4.0,1.0,47000.0,75.8,298592.0,823126.6,0.13
1946.0,2.0,2.0,111445.0,98.6,549509.0,2649114.0,1.36
1967.0,4.0,1.0,44416.0,55.0,454524.0,1217878.0,1.66
1910.0,3.0,1.0,35656.0,87.0,207814.0,365760.0,0.66
2008.0,13.0,1.0,224105.0,91.0,1567066.0,2598252.0,0.75
2016.0,7.0,1.0,183212.0,99.0,768651.0,1383402.0,0.62
2001.0,6.0,1.0,226592.0,71.0,2509554.0,126160.0,0.43
1982.0,4.0,1.0,25357.0,77.6,140480.0,38310.0,0.19
2016.0,17.0,1.0,200152.0,95.0,1229801.0,440880.0,0.3
1948.0,1.0,1.0,27247.0,64.0,252431.0,1760518.0,3.61
1990.0,2.0,1.0,131307.0,57.0,2672588.0,504080.0,0.61
1907.0,3.0,1.0,27250.0,68.0,164596.0,914830.0,1.9
1991.0,4.0,1.0,32040.0,37.0,247819.0,798340.0,1.47
1926.0,1.0,1.0,164120.0,1.0,3167713.0,364702.0,2.35
1977.0,4.0,1.0,31008.0,49.0,182959.0,514970.0,1.0
1900.0,2.0,1.0,49280.0,54.6,1013463.0,2606820.0,3.21
1988.0,1.0,1.0,52924.0,82.0,548173.0,2590396.2,0.2
2005.0,6.0,1.0,336700.0,79.0,2742016.0,3606158.2,0.26
1964.0,4.0,1.0,26639.0,83.0,210744.0,507295.4,0.16
1963.0,4.0,1.0,22984.0,58.0,195926.0,643505.6,0.17
1929.0,27.0,1.0,216571.0,95.8,975698.0,4401250.8,3.47
2010.0,7.0,1.0,165914.0,99.0,812686.0,1083200.0,0.59
1991.0,2.0,1.0,60725.0,66.0,647841.0,1997423.0,0.21
2016.0,2.0,1.0,26800.0,72.8,141756.0,276908.0,0.65
1991.0,4.0,1.0,42705.0,89.6,302902.0,706190.0,1.42
2000.0,5.0,1.0,294707.0,58.0,4378254.0,5016281.0,1.58
1921.0,3.0,1.0,52298.0,82.0,517832.0,977342.4,0.2
1930.0,1.0,1.0,46059.0,91.0,307155.0,331281.0,0.51
1904.0,4.0,1.0,92051.0,38.0,288202.0,1233934.0,0.77
2012.0,6.0,1.0,102696.0,97.0,656302.0,623340.0,0.61
1999.0,4.0,1.0,34653.0,90.6,194624.0,465940.8,0.11
1946.0,3.0,1.0,22667.0,1.0,557956.0,52263.0,8.84
1913.0,3.0,1.0,22866.0,50.2,253267.0,550021.0,1.49
1982.0,4.0,1.0,77966.0,88.0,457646.0,1364852.0,1.04
2006.0,5.0,1.0,31299.0,34.0,246382.0,181458.0,0.46
1985.0,2.0,1.0,46024.0,40.6,1640688.0,4399484.0,7.33
1929.0,3.0,1.0,35736.0,67.0,41792.0,906867.0,1.37
1924.0,3.0,1.0,45552.0,49.0,286703.0,430979.0,0.63
2018.0,6.0,1.0,365449.0,69.0,2707247.0,4854820.0,1.54
1962.0,3.0,1.0,30891.0,84.0,247713.0,439862.0,0.16
2009.0,3.0,1.0,35115.0,35.6,364562.0,481858.0,0.93
2000.0,4.0,1.0,209575.0,28.0,1778437.0,624506.0,0.46
1959.0,4.0,2.0,43346.0,5.0,571070.0,2309633.0,3.08
2019.0,6.0,1.0,292926.0,80.0,2701708.0,3034800.0,1.1
2021.0,17.0,1.0,168702.0,80.0,1322323.0,2600680.0,1.12
2006.0,3.0,1.0,97855.0,92.0,595581.0,958117.0,0.64
1965.0,1.0,1.0,30800.0,80.0,90788.0,966974.4,0.06
1992.0,3.0,1.0,47836.0,62.6,461853.0,1329491.0,1.98
1979.0,1.0,1.0,33320.0,82.0,160937.0,1067810.0,1.79
1998.0,1.0,1.0,35579.0,93.0,60774.0,43580.0,0.1
2009.0,25.0,1.0,758043.0,96.0,7049671.0,588294.0,0.32
2016.0,4.0,1.0,47406.0,3.0,1039752.0,847284.2,0.43
1988.0,4.0,1.0,28954.0,95.0,246640.0,677858.0,0.17
1927.0,8.0,1.0,226061.0,91.0,1510212.0,3101799.4,0.99
1925.0,6.0,1.0,94033.0,75.0,842986.0,2138390.0,1.48
1978.0,12.0,1.0,234000.0,50.0,4228689.0,667714.0,0.56
1969.0,3.0,1.0,20143.0,58.0,180873.0,496335.6,0.18
2012.0,6.0,1.0,57495.0,98.0,275512.0,478717.0,0.66
2011.0,7.0,1.0,36179.0,90.0,272384.0,484720.0,1.09
1904.0,3.0,1.0,25536.0,36.0,48551.0,1915841.0,4.01
1967.0,5.0,1.0,23231.0,98.0,155871.0,1626395.8,0.13
1988.0,2.0,1.0,30659.0,9.0,721969.0,1116677.0,2.4
2013.0,2.0,1.0,31928.0,44.0,299276.0,274358.4,0.19
1960.0,4.0,1.0,22093.0,76.0,157242.0,593714.2,0.14
1993.0,5.0,1.0,92342.0,29.0,843360.0,1370330.0,1.67
1962.0,1.0,1.0,36314.0,64.2,300940.0,404510.0,7.9
1948.0,2.0,1.0,30720.0,79.4,199090.0,1269644.0,2.32
2016.0,7.0,1.0,391386.0,100.0,1316180.0,4118310.0,0.76
1989.0,56.0,1.0,1605578.0,94.0,12337740.0,1216095.0,0.35
2010.0,12.0,1.0,571329.0,85.0,9326505.0,7252659.0,1.0
1962.0,2.0,1.0,30855.0,2.0,450700.0,1408968.0,4.06
1917.0,1.0,1.0,65288.0,93.6,184360.0,1200337.0,0.06
2009.0,8.0,1.0,322771.0,97.0,1354236.0,3473830.0,0.99
1970.0,1.0,1.0,44000.0,15.0,253629.0,3209431.0,3.98
1979.0,2.0,1.0,20088.0,83.0,173905.0,418366.2,0.17
1988.0,4.0,1.0,34795.0,77.0,314160.0,1035106.2,0.36
2014.0,7.0,1.0,113204.0,57.0,595672.0,1226388.0,0.9
2005.0,3.0,1.0,63909.0,58.2,1288855.0,3058053.6,0.4
1969.0,7.0,1.0,139530.0,70.0,1183346.0,361756.0,0.38
1925.0,4.0,1.0,52800.0,75.0,488791.0,638528.0,0.82
1953.0,2.0,1.0,76442.0,82.0,366574.0,2062560.0,1.52
1904.0,4.0,1.0,58970.0,91.0,189608.0,436840.0,0.46
2000.0,4.0,1.0,29130.0,86.0,187392.0,192992.0,0.48
1990.0,4.0,2.0,54304.0,97.0,445247.0,1590661.0,0.16
2019.0,3.0,1.0,58592.0,86.0,340486.0,906650.0,0.94
1979.0,1.0,1.0,26380.0,82.0,101583.0,488712.0,0.08
1988.0,4.0,1.0,22448.0,86.0,148891.0,523813.0,0.13
1953.0,2.0,1.0,43183.0,93.6,1937153.0,982757.0,2.09
1951.0,2.0,1.0,112896.0,66.0,2470454.0,1858797.0,1.31
1981.0,19.0,1.0,383515.0,64.0,4705855.0,2397922.6,0.32
1900.0,5.0,1.0,39960.0,80.0,307676.0,558930.0,0.89
2009.0,6.0,1.0,105903.0,99.0,484836.0,1500650.0,0.84
2013.0,2.0,1.0,31928.0,40.0,332724.0,845137.2,0.21
2013.0,4.0,1.0,56184.0,91.0,237216.0,319530.0,0.38
1909.0,6.0,1.0,35820.0,99.0,226123.0,2061020.0,3.17
1968.0,8.0,1.0,147672.0,85.0,1197002.0,800643.6,0.27
1999.0,4.0,1.0,37692.0,85.0,182225.0,1174955.0,0.13
2001.0,3.0,1.0,68763.0,64.6,869238.0,4740690.0,4.69
1971.0,21.0,1.0,456304.0,74.0,5742952.0,9639840.0,0.32
2021.0,6.0,1.0,159441.0,100.0,1027887.0,1835530.0,0.82
1929.0,4.0,1.0,25380.0,79.0,52220.0,1810588.0,3.82
2016.0,7.0,1.0,391386.0,100.0,1348865.0,4439354.0,0.82
1989.0,6.0,1.0,113665.0,95.0,538464.0,730739.0,0.61
2019.0,7.0,2.0,278200.0,100.0,1121074.0,2062580.0,0.67
1906.0,3.0,1.0,85595.0,81.2,724266.0,1183054.2,0.17
1999.0,5.0,1.0,30418.0,61.6,126798.0,917824.0,0.08
2010.0,4.0,1.0,157724.0,77.0,405807.0,640688.0,0.31
2000.0,5.0,1.0,303255.0,52.0,5595383.0,3900210.0,1.12
1928.0,2.0,1.0,56876.0,57.8,415799.0,791603.0,0.88
1975.0,2.0,5.0,38879.0,16.0,964549.0,103167.0,0.89
1999.0,38.4,1.0,838117.0,78.8,9598492.0,12935660.0,1.04
2003.0,6.0,1.0,119355.0,81.0,592862.0,1399967.4,0.16
1916.0,3.0,1.0,30633.0,92.6,80738.0,1178880.0,2.09
1946.0,2.0,2.0,111445.0,89.4,721781.0,3127215.0,1.62
1950.0,8.0,1.0,129860.0,96.0,376167.0,4554646.0,2.99
1983.0,2.0,1.0,23687.0,68.0,317864.0,876508.2,0.27
1961.0,2.0,1.0,20022.0,80.0,194251.0,435291.6,0.19
1980.0,2.0,1.0,52611.0,41.4,703084.0,2320150.0,2.6
2014.0,7.0,1.0,85647.0,38.0,912320.0,639337.0,0.25
2013.0,7.0,2.0,411067.0,92.2,1550623.0,2360759.0,0.5
1900.0,6.0,1.0,166975.0,90.0,1384334.0,864590.0,1.39
1985.0,4.0,1.0,27553.0,66.0,230566.0,465930.6,0.17
1954.0,5.0,2.0,451526.0,42.0,8816550.0,32365619.0,6.24
1900.0,6.0,1.0,89355.0,66.0,1206507.0,61632.0,0.3
2004.0,5.0,1.0,71592.0,79.0,514308.0,635395.0,0.61
1911.0,17.0,1.0,159034.0,85.0,1074075.0,1122548.2,0.87
1985.0,4.0,1.0,26112.0,99.0,148232.0,635947.8,0.11
1910.0,3.0,1.0,38460.0,57.0,417104.0,406714.0,0.78
1926.0,3.0,1.0,24367.0,52.0,179413.0,570695.8,0.15
1972.0,1.0,1.0,48112.0,69.0,388650.0,1264625.8,0.16
2014.0,6.0,1.0,116576.0,100.0,533765.0,1171320.0,0.7
1960.0,7.0,1.0,45564.0,72.0,170776.0,2384877.0,2.85
1907.0,3.0,1.0,20457.0,50.0,78565.0,1278024.0,3.39
2014.0,3.0,1.0,122680.0,90.2,296615.0,1019740.0,1.56
2014.0,2.0,1.0,56988.0,47.6,656297.0,880156.0,1.05
1965.0,3.0,1.0,39967.0,67.0,310872.0,628376.8,0.15
1968.0,8.0,1.0,143960.0,94.0,570796.0,854260.0,0.49
1979.0,5.0,1.0,53088.0,91.0,389232.0,1120068.6,0.15
2006.0,3.0,2.0,145085.0,98.0,1013095.0,2322120.0,1.18
1981.0,5.0,1.0,275734.0,98.6,851759.0,1286986.0,0.36
1982.0,21.0,1.0,185506.0,20.0,2494614.0,706460.0,0.47
1983.0,4.0,1.0,25721.0,26.0,291419.0,714326.2,0.22
1924.0,3.0,1.0,25808.0,81.0,150287.0,379306.0,0.89
1973.0,5.0,1.0,33466.0,78.0,244871.0,348705.8,0.14
1961.0,3.0,1.0,54863.0,100.0,602956.0,1245995.4,0.26
1990.0,26.0,1.0,321050.0,48.0,2196181.0,7107464.0,1.86
2018.0,6.0,1.0,53298.0,78.2,532869.0,1194670.0,1.42
1962.0,1.0,1.0,65127.0,57.6,1027116.0,2686246.6,3.93
2002.0,37.0,1.0,1052469.0,83.0,8486118.0,13485338.0,0.19
1978.0,1.0,1.0,50660.0,61.0,442057.0,1051406.0,1.27
2016.0,4.0,1.0,29549.0,30.0,302270.0,901050.0,0.24
1969.0,4.0,1.0,32054.0,70.6,231874.0,515876.0,0.14
1988.0,3.0,1.0,36702.0,84.0,234726.0,261671.8,0.17
1922.0,2.0,1.0,21592.0,31.0,143585.0,1304615.0,3.33
1963.0,4.0,1.0,22984.0,37.0,234246.0,1126293.8,0.2
1991.0,3.0,1.0,103000.0,89.0,1243595.0,971477.0,0.74
1947.0,3.0,1.0,22604.0,68.0,64791.0,1040980.0,2.5
1915.0,5.0,1.0,32460.0,100.0,130494.0,48291.0,0.16
2002.0,6.0,1.0,287471.0,80.0,3568590.0,834582.0,0.56
2000.0,6.0,1.0,103554.0,92.0,577736.0,2238549.0,0.16
1967.0,5.0,1.0,23231.0,98.0,166230.0,967227.6,0.14
2009.0,25.0,1.0,758043.0,93.0,6587608.0,801143.0,0.33
1952.0,3.0,1.0,30740.0,91.0,179494.0,1073829.0,1.97
1923.0,11.0,1.0,102846.0,70.2,590174.0,2355821.8,2.77
2012.0,6.0,1.0,57495.0,97.0,271723.0,508796.0,0.69
2014.0,26.0,1.0,269065.0,97.0,1417911.0,2497430.0,0.83
2019.0,39.0,1.0,559958.0,84.0,3088862.0,5820309.0,0.86
2013.0,4.0,1.0,23397.0,85.0,172878.0,271425.0,0.76
1980.0,3.0,1.0,49106.0,51.0,370886.0,1231410.6,0.15
2013.0,4.0,1.0,61558.0,8.0,621475.0,256861.0,0.42
2013.0,4.0,1.0,27950.0,49.0,288672.0,1115816.0,2.87
1927.0,3.0,1.0,22059.0,64.0,88972.0,1359752.0,3.35
1951.0,2.0,1.0,21936.0,72.0,16119.0,649810.0,1.58
1926.0,3.0,1.0,29896.0,15.0,293504.0,269954.4,0.23
1999.0,3.0,1.0,29810.0,44.0,623564.0,1388539.6,0.41
1907.0,8.0,1.0,201480.0,79.0,2214502.0,2868216.8,0.85
1948.0,3.0,1.0,50145.0,91.0,151843.0,1727498.0,2.04
2008.0,5.0,1.0,183964.0,53.0,4464475.0,2265666.8,0.64
1968.0,5.0,1.0,25671.0,95.0,203294.0,524127.8,0.16
2017.0,7.0,1.0,36356.0,100.0,197706.0,784950.0,1.25
1930.0,2.0,1.0,20700.0,53.2,240683.0,3444604.0,9.05
1922.0,3.0,1.0,20064.0,100.0,49077.0,1190908.0,3.19
1971.0,5.0,1.0,56319.0,44.0,669868.0,729775.0,0.92
1978.0,4.0,1.0,20844.0,76.8,146302.0,377171.2,0.14
1900.0,1.0,1.0,48850.0,76.0,50694.0,11580.0,1.42
1920.0,4.0,1.0,57212.0,39.0,477451.0,761788.0,0.17
1985.0,3.0,1.0,47544.0,85.0,158904.0,2034216.8,0.07
1992.0,8.0,1.0,188717.0,92.0,1069181.0,479169.0,0.34
2018.0,41.0,1.0,614765.0,69.0,3575564.0,13843580.0,1.67
1961.0,2.0,7.0,714095.0,62.8,13264890.0,1637739.4,0.37
1986.0,4.0,1.0,38970.0,89.0,247643.0,278416.8,0.13
1908.0,5.0,1.0,48786.0,77.6,289167.0,177293.0,0.31
1989.0,7.0,1.0,87645.0,97.0,439788.0,541670.0,0.43
2019.0,6.0,1.0,101046.0,93.0,664463.0,1294960.0,0.81
2007.0,3.0,1.0,204961.0,90.0,1173330.0,2943470.0,0.87
1979.0,4.0,1.0,99893.0,94.0,541806.0,1341700.0,0.82
1984.0,4.0,1.0,57110.0,71.0,554012.0,213004.0,0.54
2016.0,4.0,1.0,48121.0,99.0,236052.0,1090908.2,0.12
1956.0,3.0,1.0,24039.0,75.0,282351.0,628791.2,0.23
1910.0,6.0,1.0,63712.0,3.0,716596.0,1085414.0,3.12
1958.0,4.0,1.0,21056.0,92.0,138491.0,453779.2,0.13
2013.0,4.0,1.0,62381.0,52.0,1143227.0,2086789.8,0.77
1985.0,19.0,1.0,385274.0,69.8,5766838.0,31222797.0,4.59
1905.0,4.0,1.0,25027.0,23.0,314015.0,1557462.0,3.55
1985.0,2.0,1.0,145158.0,39.0,1671254.0,1417425.0,0.75
1993.0,4.0,1.0,55372.0,73.0,208321.0,2006840.0,2.0
1956.0,2.0,1.0,36771.0,40.6,1605821.0,1173534.2,0.86
1928.0,2.0,1.0,262048.0,79.2,4098221.0,2818948.2,1.51
1983.0,4.0,1.0,40571.0,72.0,292344.0,641804.4,0.19
1950.0,4.0,3.0,442846.0,85.8,1543452.0,4766296.2,0.07
1979.0,1.0,1.0,26380.0,69.0,132043.0,316354.4,0.1
1964.0,5.0,1.0,20967.0,87.0,155972.0,734854.6,0.15
1900.0,3.0,1.0,28142.0,97.0,60543.0,1034132.8,0.9
1980.0,3.0,1.0,49106.0,46.0,369652.0,1380192.6,0.15
2013.0,4.0,1.0,27950.0,55.6,364730.0,1515795.0,3.87
1970.0,29.0,1.0,453106.0,29.0,9772339.0,6122757.0,1.34
1970.0,8.0,1.0,73736.0,51.0,440809.0,2327330.0,2.0
2001.0,6.0,1.0,22551.0,74.0,226528.0,98044.0,0.43
1907.0,4.0,1.0,34498.0,100.0,39717.0,626967.0,0.99
1925.0,3.0,1.0,51360.0,84.0,236038.0,447824.0,0.55
1981.0,4.0,1.0,77662.0,45.0,1216866.0,820966.0,1.14
1967.0,4.0,1.0,20132.0,80.0,205604.0,1006716.4,0.2
1993.0,6.0,1.0,29358.0,84.4,144861.0,230176.0,0.51
2015.0,7.0,1.0,213952.0,99.0,1115296.0,2007830.0,0.79
2019.0,4.0,1.0,20178.0,92.0,150051.0,515401.8,0.15
1989.0,5.0,1.0,24648.0,97.0,153075.0,224719.0,0.12
1980.0,4.0,1.0,34142.0,95.0,190945.0,359221.6,0.11
1998.0,3.0,1.0,23533.0,74.0,297858.0,164783.0,0.62
1951.0,3.0,1.0,98220.0,20.0,1342587.0,357519.0,0.46
1908.0,7.0,1.0,159840.0,36.0,1761862.0,4406670.0,1.92
1905.0,2.0,1.0,33640.0,59.0,303551.0,1101651.2,0.18
2018.0,6.0,1.0,212082.0,80.2,2011309.0,4122930.0,1.22
2014.0,26.0,1.0,269065.0,96.0,1568913.0,2198769.0,0.76
2017.0,7.0,1.0,41600.0,79.0,404295.0,1081725.0,0.19
1969.0,7.0,1.0,139530.0,79.0,1145170.0,0.0,0.2
2005.0,2.0,1.0,25951.0,38.0,249301.0,1129915.0,0.19
2019.0,38.0,2.0,1599394.0,92.0,10505540.0,6456550.0,0.49
2014.0,6.0,1.0,81993.0,87.0,544741.0,1058973.0,0.96
1974.0,2.0,1.0,24291.0,90.2,172226.0,335113.8,0.14
1946.0,3.0,1.0,22667.0,1.0,543575.0,84380.0,8.94
2007.0,2.0,1.0,45000.0,52.0,933032.0,1749690.0,2.47
1966.0,4.0,1.0,165694.0,71.0,1262947.0,2512262.4,0.17
1999.0,6.0,1.0,71510.0,86.0,300795.0,1017279.0,1.24
2004.0,4.0,1.0,80155.0,91.0,351849.0,682338.0,0.54
1951.0,2.0,1.0,143498.0,98.0,106514.0,8350496.0,3.1
1954.0,3.0,1.0,33552.0,44.0,218105.0,2034690.0,3.92
1928.0,3.0,1.0,27996.0,77.0,166890.0,574960.0,1.42
1988.0,4.0,1.0,47647.0,48.0,457231.0,1084742.2,0.19
2006.0,2.0,1.0,55842.0,14.0,521239.0,675684.4,0.18
1929.0,3.0,1.0,25368.0,54.0,149668.0,360836.0,0.87
1910.0,4.0,1.0,36160.0,36.0,639391.0,338030.6,0.35
1963.0,4.0,1.0,20467.0,59.0,144490.0,691197.4,0.14
1979.0,1.0,1.0,31600.0,4.0,447381.0,1159700.0,2.23
2004.0,13.0,1.0,120405.0,83.6,861341.0,427616.0,0.33
1995.0,3.0,1.0,63590.0,79.0,366262.0,1909075.0,0.15
1948.0,2.0,1.0,30720.0,100.0,96418.0,1520195.0,2.68
1962.0,1.0,1.0,29000.0,61.6,392678.0,652835.0,1.46
1990.0,4.0,1.0,115575.0,67.0,877501.0,1527362.0,0.85
1987.0,4.0,1.0,34924.0,92.0,214680.0,649243.0,0.14
1909.0,3.0,1.0,24316.0,45.0,202789.0,549439.0,1.36
1928.0,4.0,1.0,43096.0,49.0,116884.0,2924137.0,4.24
2008.0,13.0,1.0,224105.0,90.0,1519042.0,2559790.0,0.74
1902.0,4.0,1.0,27838.0,77.0,356832.0,878335.6,0.25
1959.0,4.0,1.0,22992.0,76.0,184244.0,770531.0,0.16
1931.0,2.0,1.0,26270.0,7.0,301880.0,362425.0,0.96
1910.0,2.0,1.0,24750.0,83.0,88015.0,511562.0,1.17
2009.0,3.0,1.0,38075.0,68.8,549691.0,107482.0,0.44
2001.0,3.0,1.0,103697.0,66.0,2156888.0,9420030.0,9.67
2007.0,3.0,1.0,204961.0,75.0,1281377.0,4428746.0,1.27
2018.0,7.0,1.0,185048.0,100.0,634165.0,2136023.0,0.97
1929.0,4.0,1.0,41137.0,99.0,107460.0,1808700.0,2.79
2005.0,1.0,1.0,158415.0,23.0,4867733.0,6755932.0,2.87
1925.0,2.0,1.0,22344.0,40.0,162833.0,967011.0,2.44
2009.0,5.0,1.0,35843.0,96.0,195573.0,31130.0,0.23
2003.0,6.0,1.0,150545.0,51.0,1412088.0,5821920.0,3.35
1960.0,4.0,1.0,24948.0,76.6,194892.0,226589.2,0.15
2016.0,39.0,1.0,567403.0,83.0,2820221.0,9651900.0,1.19
1940.0,1.0,1.0,384772.0,83.4,3124852.0,6217430.0,1.02
1989.0,2.0,1.0,21643.0,75.6,73128.0,769558.0,1.95
1900.0,2.0,1.0,32027.0,62.0,365612.0,1580103.0,2.84
1958.0,2.0,2.0,56193.0,73.4,507721.0,1138510.0,1.25
1980.0,2.0,1.0,321333.0,96.0,1172647.0,2525369.0,0.57
1965.0,1.0,1.0,20140.0,29.0,41610.0,1050820.0,2.81
2008.0,6.0,1.0,165325.0,100.0,717262.0,1073580.0,0.67
1996.0,3.0,1.0,53108.0,42.0,988291.0,55950.0,0.42
2014.0,6.0,1.0,593200.0,93.0,4037111.0,1725861.0,0.41
1923.0,12.0,1.0,544174.0,78.0,5187403.0,813450.0,3.22
1907.0,5.0,1.0,35840.0,79.6,141636.0,384860.0,0.65
1910.0,5.0,1.0,79920.0,76.0,617787.0,889808.0,0.74
1984.0,6.0,1.0,95721.0,99.0,168778.0,690025.2,0.05
2006.0,4.0,1.0,74202.0,100.0,346457.0,386789.0,0.5
1982.0,6.0,1.0,396626.0,66.0,6046356.0,7875873.8,0.44
1964.0,2.0,1.0,23400.0,70.0,97161.0,1101127.6,0.08
